categories,indicatorTerms,postID,priority,timestamp
"['EmergingThreats', 'Factoid', 'KnownAlready']",[],266269932671606784,Low,2018-09-05 18:00:46
"['Donations', 'ServiceAvailable', 'ContinuingNews']",[],266804609954234368,Medium,2018-09-06 18:03:17
"['EmergingThreats', 'Factoid', 'ContinuingNews']",[],266250638852243456,Medium,2018-09-05 17:52:19
"['EmergingThreats', 'MultimediaShare', 'Factoid', 'ContinuingNews']",[],266381928989589504,Medium,2018-09-06 16:36:20
"['EmergingThreats', 'Factoid', 'KnownAlready']",[],266223346520297472,Medium,2018-09-05 17:07:15
"['Donations', 'Irrelevant']",[],267717630264229888,Low,2018-09-06 18:26:01
"['Factoid', 'ContinuingNews', 'KnownAlready']",[],266222386045661184,Medium,2018-09-05 17:03:32
"['EmergingThreats', 'Factoid', 'ContinuingNews', 'KnownAlready']",[],267780305727918080,Medium,2018-09-06 18:41:20
"['EmergingThreats', 'Factoid', 'ContinuingNews']",[],266596954144919552,Low,2018-09-06 17:44:13
"['EmergingThreats', 'Factoid', 'ContinuingNews', 'KnownAlready']",[],266627421590155264,Medium,2018-09-06 17:48:56
"['EmergingThreats', 'Factoid', 'ContinuingNews']",[],266308075667988480,Medium,2018-09-06 16:07:11
"['EmergingThreats', 'Factoid', 'ContinuingNews', 'KnownAlready']",[],266646170112233472,Medium,2018-09-06 17:52:36
"['EmergingThreats', 'Factoid', 'ContinuingNews']",[],267830654174126080,High,2018-09-06 18:46:06
"['EmergingThreats', 'Factoid', 'ContinuingNews', 'KnownAlready']",[],266227834442371072,Medium,2018-09-05 17:24:57
"['CleanUp', 'ContinuingNews', 'Irrelevant']",[],267196223751069696,Low,2018-09-06 18:21:28
"['EmergingThreats', 'ContinuingNews', 'KnownAlready']",[],267771480924897280,Medium,2018-09-06 18:36:00
"['EmergingThreats', 'Factoid', 'ContinuingNews']",[],267761234231828480,High,2018-09-06 18:29:25
"['EmergingThreats', 'MultimediaShare', 'ContinuingNews']",[],266275586610196480,High,2018-09-05 18:03:02
"['EmergingThreats', 'Sentiment', 'Irrelevant']",[],266996352565776384,Low,2018-09-06 18:16:06
"['EmergingThreats', 'MultimediaShare', 'ContinuingNews']",[],266952564053000192,High,2018-09-06 18:12:49
"['EmergingThreats', 'KnownAlready']",[],266533058121969664,Low,2018-09-06 17:37:10
"['EmergingThreats', 'Factoid', 'ContinuingNews']",[],266298097414586368,Medium,2018-09-06 16:02:45
"['EmergingThreats', 'Factoid', 'ContinuingNews', 'KnownAlready']",[],266241994400092160,Medium,2018-09-05 17:45:18
"['EmergingThreats', 'Factoid', 'ContinuingNews']",[],266335158305685504,Low,2018-09-06 16:15:12
"['EmergingThreats', 'Factoid', 'ContinuingNews', 'KnownAlready']",[],267833766322532352,Medium,2018-09-06 18:46:48
"['EmergingThreats', 'Sentiment', 'Irrelevant']",[],266610753421860864,Low,2018-09-06 17:46:41
"['Factoid', 'Official']",[],266221849166376960,Critical,2018-09-05 16:59:12
"['EmergingThreats', 'Factoid', 'ContinuingNews', 'KnownAlready']",[],267769752854863872,Medium,2018-09-06 18:33:59
"['EmergingThreats', 'KnownAlready']",[],266281408287358976,Low,2018-09-05 18:04:27
['Irrelevant'],[],271320583541776384,Low,2018-09-06 19:02:59
"['EmergingThreats', 'MultimediaShare', 'Factoid', 'ContinuingNews']",[],266384709779615744,Medium,2018-09-06 16:38:13
"['EmergingThreats', 'Factoid', 'ContinuingNews']",[],267783552131813376,High,2018-09-06 18:42:28
"['EmergingThreats', 'Factoid', 'ContinuingNews', 'KnownAlready']",[],266284273001197568,Low,2018-09-05 18:09:44
"['EmergingThreats', 'ContinuingNews', 'KnownAlready']",[],266230288110206976,Low,2018-09-05 17:27:28
"['EmergingThreats', 'MultimediaShare', 'ContinuingNews', 'KnownAlready']",[],266595133850537984,Medium,2018-09-06 17:43:01
"['EmergingThreats', 'Factoid', 'ContinuingNews']",[],266383879311593472,Medium,2018-09-06 16:37:05
"['EmergingThreats', 'Factoid', 'ContinuingNews', 'KnownAlready']",[],266711441887870976,Medium,2018-09-06 17:58:29
"['MultimediaShare', 'Factoid', 'Official', 'ContinuingNews']",[],266223501705355264,Critical,2018-09-05 17:10:29
"['EmergingThreats', 'MultimediaShare', 'Factoid', 'ContinuingNews']",[],266331622507433984,Medium,2018-09-06 16:14:06
"['EmergingThreats', 'Factoid', 'ContinuingNews']",[],266226701971898368,Low,2018-09-05 17:24:11
"['EmergingThreats', 'Factoid', 'ContinuingNews', 'KnownAlready']",[],266690390655127552,Medium,2018-09-06 17:57:40
"['EmergingThreats', 'Factoid', 'ContinuingNews']",[],266310487401185280,Medium,2018-09-06 16:11:39
"['EmergingThreats', 'Factoid', 'ContinuingNews']",[],266257366536839168,Medium,2018-09-05 17:54:24
"['EmergingThreats', 'Factoid', 'KnownAlready']",[],266224709694275584,Medium,2018-09-05 17:15:06
"['EmergingThreats', 'Factoid', 'ContinuingNews']",[],266370348486885376,Medium,2018-09-06 16:29:01
"['MultimediaShare', 'Sentiment', 'Irrelevant']",[],266391722685235200,Low,2018-09-06 16:45:31
"['EmergingThreats', 'ContinuingNews', 'KnownAlready']",[],266236344672583680,Low,2018-09-05 17:36:17
"['MultimediaShare', 'Factoid', 'Official', 'ContinuingNews']",[],267757610361569280,High,2018-09-06 18:27:14
"['Factoid', 'ContinuingNews', 'KnownAlready']",[],266222608339587072,Medium,2018-09-05 17:05:08
"['EmergingThreats', 'Factoid', 'ContinuingNews']",[],266292347027980288,Medium,2018-09-06 16:01:27
"['CleanUp', 'ContinuingNews', 'Irrelevant']",[],267068595257868288,Low,2018-09-06 18:18:51
"['ThirdPartyObservation', 'EmergingThreats', 'Factoid', 'KnownAlready']",[],266223430431551488,Medium,2018-09-05 17:08:29
"['EmergingThreats', 'ContinuingNews', 'KnownAlready']",[],267788769837600768,Medium,2018-09-06 18:44:06
"['EmergingThreats', 'Factoid', 'Hashtags', 'ContinuingNews']",[],269435034165993472,Medium,2018-09-06 18:59:44
"['EmergingThreats', 'MultimediaShare', 'Factoid', 'ContinuingNews']",[],266591325397344256,High,2018-09-06 17:40:47
"['EmergingThreats', 'Factoid', 'ContinuingNews', 'KnownAlready']",[],266228979466395648,Medium,2018-09-05 17:25:55
"['EmergingThreats', 'ContinuingNews', 'Sentiment', 'Irrelevant']",[],266736314097999872,Low,2018-09-06 17:59:29
"['Factoid', 'Official']",[],266220368585449472,Critical,2018-09-05 16:58:18
"['EmergingThreats', 'Factoid', 'ContinuingNews']",[],266263947395624960,High,2018-09-05 17:58:24
"['EmergingThreats', 'MultimediaShare', 'ContinuingNews', 'KnownAlready']",[],266506143302561792,Medium,2018-09-06 17:32:42
"['EmergingThreats', 'MultimediaShare', 'Factoid', 'ContinuingNews', 'KnownAlready']",[],266664377590099968,Medium,2018-09-06 17:54:29
"['EmergingThreats', 'MultimediaShare', 'ContinuingNews', 'KnownAlready']",[],266761593180782592,Low,2018-09-06 18:00:56
"['EmergingThreats', 'Factoid', 'ContinuingNews']",[],266413008757075968,Medium,2018-09-06 16:50:16
"['EmergingThreats', 'MultimediaShare', 'Factoid', 'ContinuingNews', 'KnownAlready']",[],266509565842055168,Low,2018-09-06 17:34:48
"['Factoid', 'Sentiment', 'Irrelevant']",[],266361213292789760,Low,2018-09-06 16:25:08
"['Sentiment', 'Irrelevant']",[],266391231955873792,Low,2018-09-06 16:44:08
"['EmergingThreats', 'Factoid', 'ContinuingNews']",[],266376476377616384,Medium,2018-09-06 16:29:46
"['MultimediaShare', 'CleanUp', 'ContinuingNews', 'Irrelevant']",[],267073880076734464,Low,2018-09-06 18:19:47
"['EmergingThreats', 'Factoid', 'ContinuingNews']",[],266269626495823872,Low,2018-09-05 18:00:12
"['EmergingThreats', 'MultimediaShare', 'Factoid', 'ContinuingNews']",[],266423813309353984,High,2018-09-06 16:54:08
"['EmergingThreats', 'Factoid', 'ContinuingNews']",[],266348097720967168,Medium,2018-09-06 16:21:35
"['EmergingThreats', 'Factoid', 'ContinuingNews', 'KnownAlready']",[],266240639631511552,Low,2018-09-05 17:42:05
"['EmergingThreats', 'Factoid', 'ContinuingNews']",[],266388799242772480,Medium,2018-09-06 16:43:20
"['EmergingThreats', 'Factoid', 'ContinuingNews']",[],266255437156986880,Medium,2018-09-05 17:52:55
