categories,indicatorTerms,postID,priority,timestamp
['Irrelevant'],[],204173614273146880,Low,2018-09-11 16:56:01
['Irrelevant'],[],207373847241035776,Low,2018-09-11 17:06:12
"['ThirdPartyObservation', 'ContinuingNews']",[],209395929592238080,High,2018-09-11 17:25:18
['Sentiment'],[],207469489984507904,Low,2018-09-11 17:11:36
['Sentiment'],[],207738428740206592,Low,2018-09-11 17:16:08
['Irrelevant'],[],207397515706896384,Low,2018-09-11 17:06:50
"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",[],207468177138003968,Critical,2018-09-11 17:11:22
['Irrelevant'],[],204994779308769280,Low,2018-09-11 17:04:23
['Irrelevant'],[],204205629408161792,Low,2018-09-11 16:57:43
['Irrelevant'],[],204099568009355264,Low,2018-09-11 16:51:58
['Sentiment'],[],207480101569433600,Low,2018-09-11 17:13:01
"['Hashtags', 'Sentiment']",[],204224277250195456,Low,2018-09-11 16:57:52
['Irrelevant'],[],207759840666333184,Low,2018-09-11 17:17:23
['Sentiment'],[],207504504030105600,Low,2018-09-11 17:13:45
['Sentiment'],[],205024114245771264,Low,2018-09-11 17:04:32
['Irrelevant'],[],207532425486671872,Low,2018-09-11 17:14:03
['Irrelevant'],[],207483301789839360,Low,2018-09-11 17:13:07
"['ThirdPartyObservation', 'ContinuingNews']",[],204225816572346368,Low,2018-09-11 16:58:31
['Sentiment'],[],207504025866870784,Low,2018-09-11 17:13:36
"['ThirdPartyObservation', 'ContinuingNews']",[],204039874679025664,Low,2018-09-11 16:43:58
['Irrelevant'],[],204180358730752000,Low,2018-09-11 16:56:35
['Sentiment'],[],207454197531156480,Low,2018-09-11 17:10:24
"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],204795004588261376,High,2018-09-11 17:03:59
['Irrelevant'],[],207372639281491968,Low,2018-09-11 17:05:55
['Irrelevant'],[],206243624919375872,Low,2018-09-11 17:05:46
"['ThirdPartyObservation', 'ContinuingNews']",[],207740311965929472,Medium,2018-09-11 17:17:08
['Irrelevant'],[],207375013249155072,Low,2018-09-11 17:06:17
"['ThirdPartyObservation', 'ContinuingNews']",[],207761270907224064,High,2018-09-11 17:17:43
['Sentiment'],[],209669230440873984,Low,2018-09-11 17:25:50
['Irrelevant'],[],207392876819259392,Low,2018-09-11 17:06:28
"['ThirdPartyObservation', 'ContinuingNews']",[],204101208015769600,High,2018-09-11 16:52:47
"['ThirdPartyObservation', 'ContinuingNews']",[],207393052967440384,High,2018-09-11 17:06:40
['Irrelevant'],[],204972050371190784,Low,2018-09-11 17:04:18
['Sentiment'],[],207588310409953280,Low,2018-09-11 17:15:32
['Irrelevant'],[],210250279956905984,Low,2018-09-11 17:26:11
"['ThirdPartyObservation', 'ContinuingNews']",[],207811501887721472,High,2018-09-11 17:19:14
['Irrelevant'],[],206958078481006592,Low,2018-09-11 17:05:49
"['ThirdPartyObservation', 'ContinuingNews']",[],207567443726581760,High,2018-09-11 17:15:23
"['ThirdPartyObservation', 'ContinuingNews']",[],207603338601168896,Medium,2018-09-11 17:15:47
"['ThirdPartyObservation', 'ContinuingNews']",[],205105508925972480,Critical,2018-09-11 17:04:49
"['ThirdPartyObservation', 'ContinuingNews']",[],204205109310259200,Low,2018-09-11 16:57:35
['Irrelevant'],[],204422667850358784,Low,2018-09-11 17:01:50
['Irrelevant'],[],207704417108103168,Low,2018-09-11 17:16:01
['Sentiment'],[],209445258801577984,Low,2018-09-11 17:25:33
['Irrelevant'],[],207826383290896384,Low,2018-09-11 17:24:06
['Irrelevant'],[],204131721560596480,Low,2018-09-11 16:53:56
"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],207898768610312192,Critical,2018-09-11 17:24:31
"['ThirdPartyObservation', 'ContinuingNews']",[],204230694568869888,Low,2018-09-11 16:59:38
['Irrelevant'],[],209549344649646080,Low,2018-09-11 17:25:40
['Irrelevant'],[],207476829987155968,Low,2018-09-11 17:12:39
['Irrelevant'],[],204105960145428480,Low,2018-09-11 16:52:58
"['ThirdPartyObservation', 'ContinuingNews']",[],204555593724346368,High,2018-09-11 17:03:00
['Irrelevant'],[],205419045737086976,Low,2018-09-11 17:05:38
"['ThirdPartyObservation', 'MultimediaShare']",[],204455375045541888,Medium,2018-09-11 17:02:22
"['ThirdPartyObservation', 'ContinuingNews']",[],204144421904723968,High,2018-09-11 16:54:22
"['ThirdPartyObservation', 'Sentiment']",[],207415207276978176,Low,2018-09-11 17:08:30
['Irrelevant'],[],204085705847226368,Low,2018-09-11 16:51:50
['Irrelevant'],[],210224065552719872,Low,2018-09-11 17:26:05
['Irrelevant'],[],204590519710531584,Low,2018-09-11 17:03:18
"['ThirdPartyObservation', 'ContinuingNews']",[],207478482547113984,Medium,2018-09-11 17:12:52
['Irrelevant'],[],204083688382799872,Low,2018-09-11 16:51:45
['Irrelevant'],[],204169428370325504,Low,2018-09-11 16:55:50
['Irrelevant'],[],207503556092239872,Low,2018-09-11 17:13:28
"['ThirdPartyObservation', 'ContinuingNews']",[],204357102486032384,High,2018-09-11 17:01:40
"['ThirdPartyObservation', 'ContinuingNews']",[],204195361726808064,High,2018-09-11 16:57:04
"['ThirdPartyObservation', 'ContinuingNews']",[],204046325518577664,Low,2018-09-11 16:44:15
['Irrelevant'],[],207478297993551872,Low,2018-09-11 17:12:42
"['ThirdPartyObservation', 'ContinuingNews']",[],204033969124155392,Low,2018-09-11 16:43:36
['Irrelevant'],[],207418692764581888,Low,2018-09-11 17:08:36
['Irrelevant'],[],207376661623226368,Low,2018-09-11 17:06:20
"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],204618743152775168,High,2018-09-11 17:03:46
"['ThirdPartyObservation', 'KnownAlready']",[],204049387389857792,Low,2018-09-11 16:44:33
['Irrelevant'],[],204228526117888000,Low,2018-09-11 16:58:51
['Irrelevant'],[],207464142213365760,Low,2018-09-11 17:11:02
['ThirdPartyObservation'],[],204130681377390592,Low,2018-09-11 16:53:28
['Sentiment'],[],208245939524214784,Low,2018-09-11 17:25:02
['Irrelevant'],[],204287976182779904,Low,2018-09-11 17:00:07
['Irrelevant'],[],207546048615424000,Low,2018-09-11 17:14:15
"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'ContinuingNews']",[],204471661519585280,High,2018-09-11 17:02:49
"['FirstPartyObservation', 'MultimediaShare']",[],207769466594004992,High,2018-09-11 17:18:32
