event_id	event_name	tweet_id
TRECIS-CTIT-H-Test-012	bostonBombings2013	327714703675641856
TRECIS-CTIT-H-Test-012	bostonBombings2013	327895134270263296
TRECIS-CTIT-H-Test-012	bostonBombings2013	327913819873607681
TRECIS-CTIT-H-Test-012	bostonBombings2013	328258189021810688
TRECIS-CTIT-H-Test-012	bostonBombings2013	328350748922494976
TRECIS-CTIT-H-Test-012	bostonBombings2013	328577585258823681
TRECIS-CTIT-H-Test-012	bostonBombings2013	328589782307438592
TRECIS-CTIT-H-Test-012	bostonBombings2013	329065672229404672
TRECIS-CTIT-H-Test-012	bostonBombings2013	329258475999866880
TRECIS-CTIT-H-Test-012	bostonBombings2013	329294354059493377
TRECIS-CTIT-H-Test-012	bostonBombings2013	329319729623859200
TRECIS-CTIT-H-Test-012	bostonBombings2013	329354693325225984
TRECIS-CTIT-H-Test-012	bostonBombings2013	329530338189647872
TRECIS-CTIT-H-Test-012	bostonBombings2013	329614840832327682
TRECIS-CTIT-H-Test-012	bostonBombings2013	329623376266149888
TRECIS-CTIT-H-Test-012	bostonBombings2013	329640887460167680
TRECIS-CTIT-H-Test-012	bostonBombings2013	329644817531420672
TRECIS-CTIT-H-Test-012	bostonBombings2013	329659724100419586
TRECIS-CTIT-H-Test-012	bostonBombings2013	329675268182663169
TRECIS-CTIT-H-Test-012	bostonBombings2013	329687486194401281
TRECIS-CTIT-H-Test-012	bostonBombings2013	329970912067723264
TRECIS-CTIT-H-Test-012	bostonBombings2013	330109428969897985
TRECIS-CTIT-H-Test-012	bostonBombings2013	330414270976229376
TRECIS-CTIT-H-Test-012	bostonBombings2013	330551500210331648
TRECIS-CTIT-H-Test-012	bostonBombings2013	330562824835330049
TRECIS-CTIT-H-Test-012	bostonBombings2013	330702608421494785
TRECIS-CTIT-H-Test-012	bostonBombings2013	331857161913253889
TRECIS-CTIT-H-Test-012	bostonBombings2013	333035488694906882
TRECIS-CTIT-H-Test-012	bostonBombings2013	333279915938021376
TRECIS-CTIT-H-Test-012	bostonBombings2013	333948244725989379
TRECIS-CTIT-H-Test-012	bostonBombings2013	333963193238032385
TRECIS-CTIT-H-Test-012	bostonBombings2013	333981371368353794
TRECIS-CTIT-H-Test-012	bostonBombings2013	338979664712327168
TRECIS-CTIT-H-Test-012	bostonBombings2013	340244410954547200
TRECIS-CTIT-H-Test-012	bostonBombings2013	340341051917209601
TRECIS-CTIT-H-Test-012	bostonBombings2013	340690781352378370
TRECIS-CTIT-H-Test-012	bostonBombings2013	323874466063085568
TRECIS-CTIT-H-Test-012	bostonBombings2013	323874558325161984
TRECIS-CTIT-H-Test-012	bostonBombings2013	323875384603058176
TRECIS-CTIT-H-Test-012	bostonBombings2013	323875539788128256
TRECIS-CTIT-H-Test-012	bostonBombings2013	323876642911031297
TRECIS-CTIT-H-Test-012	bostonBombings2013	323877544694784000
TRECIS-CTIT-H-Test-012	bostonBombings2013	323877624382373888
TRECIS-CTIT-H-Test-012	bostonBombings2013	323877825696366592
TRECIS-CTIT-H-Test-012	bostonBombings2013	323877985088331778
TRECIS-CTIT-H-Test-012	bostonBombings2013	323878794576412672
TRECIS-CTIT-H-Test-012	bostonBombings2013	323878853292457985
TRECIS-CTIT-H-Test-012	bostonBombings2013	323879075607363585
TRECIS-CTIT-H-Test-012	bostonBombings2013	323879083995983872
TRECIS-CTIT-H-Test-012	bostonBombings2013	323879344042815488
TRECIS-CTIT-H-Test-012	bostonBombings2013	323879553741234176
TRECIS-CTIT-H-Test-012	bostonBombings2013	323879717306507264
TRECIS-CTIT-H-Test-012	bostonBombings2013	323879759278923777
TRECIS-CTIT-H-Test-012	bostonBombings2013	323879973188419584
TRECIS-CTIT-H-Test-012	bostonBombings2013	323880027697582080
TRECIS-CTIT-H-Test-012	bostonBombings2013	323880044462219264
TRECIS-CTIT-H-Test-012	bostonBombings2013	323880602321448961
TRECIS-CTIT-H-Test-012	bostonBombings2013	323880648479748096
TRECIS-CTIT-H-Test-012	bostonBombings2013	323881852215631873
TRECIS-CTIT-H-Test-012	bostonBombings2013	323882229707202561
TRECIS-CTIT-H-Test-012	bostonBombings2013	323882317791756288
TRECIS-CTIT-H-Test-012	bostonBombings2013	323883236331761665
TRECIS-CTIT-H-Test-012	bostonBombings2013	323883827762180097
TRECIS-CTIT-H-Test-012	bostonBombings2013	323884020666626048
TRECIS-CTIT-H-Test-012	bostonBombings2013	323884519788789760
TRECIS-CTIT-H-Test-012	bostonBombings2013	323884742107873280
TRECIS-CTIT-H-Test-012	bostonBombings2013	323885052498960384
TRECIS-CTIT-H-Test-012	bostonBombings2013	323885169922695168
TRECIS-CTIT-H-Test-012	bostonBombings2013	323885576761794561
TRECIS-CTIT-H-Test-012	bostonBombings2013	323886004593385472
TRECIS-CTIT-H-Test-012	bostonBombings2013	323886050709737472
TRECIS-CTIT-H-Test-012	bostonBombings2013	323886226878902272
TRECIS-CTIT-H-Test-012	bostonBombings2013	323886671491915776
TRECIS-CTIT-H-Test-012	bostonBombings2013	323887120261468160
TRECIS-CTIT-H-Test-012	bostonBombings2013	323887153811705858
TRECIS-CTIT-H-Test-012	bostonBombings2013	323887460008468480
TRECIS-CTIT-H-Test-012	bostonBombings2013	323887648764735489
TRECIS-CTIT-H-Test-012	bostonBombings2013	323887711649923074
TRECIS-CTIT-H-Test-012	bostonBombings2013	323888118535163905
TRECIS-CTIT-H-Test-012	bostonBombings2013	323888198226956289
TRECIS-CTIT-H-Test-012	bostonBombings2013	323888298886041601
TRECIS-CTIT-H-Test-012	bostonBombings2013	323888353391042561
TRECIS-CTIT-H-Test-012	bostonBombings2013	323888378577817600
TRECIS-CTIT-H-Test-012	bostonBombings2013	323888600846581761
TRECIS-CTIT-H-Test-012	bostonBombings2013	323888730895171584
TRECIS-CTIT-H-Test-012	bostonBombings2013	323888735093657600
TRECIS-CTIT-H-Test-012	bostonBombings2013	323888860910194688
TRECIS-CTIT-H-Test-012	bostonBombings2013	323890173735747584
TRECIS-CTIT-H-Test-012	bostonBombings2013	323890286981967872
TRECIS-CTIT-H-Test-012	bostonBombings2013	323890790298427392
TRECIS-CTIT-H-Test-012	bostonBombings2013	323890945475104769
TRECIS-CTIT-H-Test-012	bostonBombings2013	323891075506905090
TRECIS-CTIT-H-Test-012	bostonBombings2013	323891163566309376
TRECIS-CTIT-H-Test-012	bostonBombings2013	323891197137539072
TRECIS-CTIT-H-Test-012	bostonBombings2013	323891427815878656
TRECIS-CTIT-H-Test-012	bostonBombings2013	323891780162580480
TRECIS-CTIT-H-Test-012	bostonBombings2013	323891905983303681
TRECIS-CTIT-H-Test-012	bostonBombings2013	323892195365113857
TRECIS-CTIT-H-Test-012	bostonBombings2013	323892627403571200
TRECIS-CTIT-H-Test-012	bostonBombings2013	323892824523276288
TRECIS-CTIT-H-Test-012	bostonBombings2013	323893009089445888
TRECIS-CTIT-H-Test-012	bostonBombings2013	323893059387535360
TRECIS-CTIT-H-Test-012	bostonBombings2013	323893105524879360
TRECIS-CTIT-H-Test-012	bostonBombings2013	323893155860709376
TRECIS-CTIT-H-Test-012	bostonBombings2013	323893415903379456
TRECIS-CTIT-H-Test-012	bostonBombings2013	323893747274366976
TRECIS-CTIT-H-Test-012	bostonBombings2013	323893843739176961
TRECIS-CTIT-H-Test-012	bostonBombings2013	323894003143700480
TRECIS-CTIT-H-Test-012	bostonBombings2013	323895156543721472
TRECIS-CTIT-H-Test-012	bostonBombings2013	323895261422297088
TRECIS-CTIT-H-Test-012	bostonBombings2013	323895546634977280
TRECIS-CTIT-H-Test-012	bostonBombings2013	323895550829264896
TRECIS-CTIT-H-Test-012	bostonBombings2013	323895710208651264
TRECIS-CTIT-H-Test-012	bostonBombings2013	323895773127393281
TRECIS-CTIT-H-Test-012	bostonBombings2013	323895924113952769
TRECIS-CTIT-H-Test-012	bostonBombings2013	323895987028504577
TRECIS-CTIT-H-Test-012	bostonBombings2013	323896037381111810
