tweet_id,event_id,event_name,full_text,date
966843468713746432,TRECIS-CTIT-H-Test-020,flSchoolShooting2018,#ITMFA Manafort and Gates @jpw643 US Women End of 1 #GunControlNow Dana #RESIST Eric Greitens @CNN Ted Cruz #Resistance Listening Session West Point #COYS Oprah #NationalSchoolWalkout Sheriff #TrumpColluded Anthony Borges #BREAKING Never Went #REVOLT Gold #VirtueMoir KILL THE NRA https://t.co/FxDUDkuNia,Fri Feb 23 01:13:40 +0000 2018
966742939274801152,TRECIS-CTIT-H-Test-020,flSchoolShooting2018,"RT @american_jonny: Anthony Borges, 15 years old. He used his body to hold a door shut protecting 20 students inside as the gunman shot thr…",Thu Feb 22 18:34:12 +0000 2018
966665193160835073,TRECIS-CTIT-H-Test-020,flSchoolShooting2018,,
966620813700018177,TRECIS-CTIT-H-Test-020,flSchoolShooting2018,#ITMFA @jpw643 US Women #ParklandStudentsSpeak End of 1 #GunControlNow  Dana #RESIST CNN Town Hall Listening Session #MarchForOurLives West Point #COYS Kevin Hart Oprah #NationalSchoolWalkout Sheriff #TrumpColluded Anthony Borges #BREAKING #REVOLTNow Gold #VirtueMoir KILL THE NRA https://t.co/PoowuSWQ58,Thu Feb 22 10:28:55 +0000 2018
966135462372040704,TRECIS-CTIT-H-Test-020,flSchoolShooting2018,#ITMFA @jpw643 #ParklandStrong #GunControlNow Romney #Mueller Steph #RESISTNow Dinesh D'Souza #MarchForOurLives West Point #COYS Kevin Hart Oprah #NationalSchoolWalkout Rollins #TrumpColluded Anthony Borges #BREAKING #REVOLT CPAC #Resistance Sarah Sanders #VirtueMoir KILL THE NRA https://t.co/lB2wVYn5dV,Wed Feb 21 02:20:18 +0000 2018
965839563980652544,TRECIS-CTIT-H-Test-020,flSchoolShooting2018,"RT @walkon2010: @realDonaldTrump He’s 15. 
He was shot 5 times. At school. 
Anthony Borges is said to be recovering, and today he was visit…",Tue Feb 20 06:44:31 +0000 2018
965593079297159168,TRECIS-CTIT-H-Test-020,flSchoolShooting2018,Anthony Borges if the Florida school shooting is a true hero.#hero,Mon Feb 19 14:25:04 +0000 2018
967486862205079552,TRECIS-CTIT-H-Test-020,flSchoolShooting2018,RT @RichardConniff: I feel bad for the armed deputy w 32 years experience who hid behind a concrete column as FL high school #shooter kille…,Sat Feb 24 19:50:17 +0000 2018
967443634877427712,TRECIS-CTIT-H-Test-020,flSchoolShooting2018,"@piersmorgan Four ""good guys"" hid behind their cars while kids were being slaughtered. An armed teacher ALREADY INSIDE THE SCHOOL would have killed Cruz before he got as far as he did. Don't show your stupidity in public. It's embarrassing.",Sat Feb 24 16:58:31 +0000 2018
966559153824129024,TRECIS-CTIT-H-Test-020,flSchoolShooting2018,"@cnnbrk The NRA helps to protect our Constitutional rights, why would someone NOT want their support?! Cruz and his will killed those people not the NRA.",Thu Feb 22 06:23:54 +0000 2018
965368238010806272,TRECIS-CTIT-H-Test-020,flSchoolShooting2018,,
965251768186818560,TRECIS-CTIT-H-Test-020,flSchoolShooting2018,"Democrats are more outraged that President Trump called out the FBI for ignoring Nikolas Cruz, who killed 17 kids, than the fact that the FBI ignored Nikolas Cruz... 

This is happening too often! The FBI must be held accountable.",Sun Feb 18 15:48:49 +0000 2018
964823737492271104,TRECIS-CTIT-H-Test-020,flSchoolShooting2018,"RT @domehomehoney: @CNN Dear Ted Cruz, here are some facts:

Las Vegas concert: many people killed
Orlando nightclub: many people killed
Te…",Sat Feb 17 11:27:59 +0000 2018
964762070548819969,TRECIS-CTIT-H-Test-020,flSchoolShooting2018,#My condolence to the families that lost children #killed #wounded #injured in Parkland FL #Ted Cruz comment wait for all the information,Sat Feb 17 07:22:56 +0000 2018
964712330872475648,TRECIS-CTIT-H-Test-020,flSchoolShooting2018,"@DavidJollyFL Ted Cruz today said
 ""Its not a gun issue,  it's a violent criminal issue"" ...

Like the kid could've  killed 17 people in 2 minutes with a knife ...

#NRAIsATerroristOrganization",Sat Feb 17 04:05:17 +0000 2018
964680330794987520,TRECIS-CTIT-H-Test-020,flSchoolShooting2018,"Years before a man killed 17 people at a Florida school, his mother repeatedly called police to help deal with his violence, police documents show https://t.co/HjqQayyk0b https://t.co/YXrCm9mVu5",Sat Feb 17 01:58:08 +0000 2018
964259331700117504,TRECIS-CTIT-H-Test-020,flSchoolShooting2018,"BREAKING: The leader of a white nationalist group in Florida confirmed Nikolas Cruz, the shooter who killed 17 people at a school yesterday, is a member of his group.
#GunReformNow https://t.co/01KmvejLS8",Thu Feb 15 22:05:14 +0000 2018
964251217173065729,TRECIS-CTIT-H-Test-020,flSchoolShooting2018,"NYTimes  Florida Shooting Live Updates: White Supremacy Group Claims Nikolas Cruz as Member - Names of all 17 people killed in #ParklandSchoolShooting released, as accused shooter #NikolasCruz appears in court - Sun Sentinel https://t.co/laJOZ0WO3t https://t.co/GUns3pVuSI",Thu Feb 15 21:32:59 +0000 2018
964246457623695365,TRECIS-CTIT-H-Test-020,flSchoolShooting2018,More on Cruz and the 17 people killed tonight at 5 #WLKY https://t.co/EgXRrXFPKi,Thu Feb 15 21:14:04 +0000 2018
964232904112070656,TRECIS-CTIT-H-Test-020,flSchoolShooting2018,RT @PaulaChertok: @CNN UPDATE: 17 confirmed dead in Florida high school shooting. 12 shot inside the school. 2 killed outside. 1 on nearby…,Thu Feb 15 20:20:13 +0000 2018
964216648906477573,TRECIS-CTIT-H-Test-020,flSchoolShooting2018,"▶@NewsOne: The Florida School Shooter Is A Racist Terrorist, So Why Won’t Police Call Him That? - The teenager who killed 17 people Wednesday in one of the worst school shootings in modern history reportedly trained with White supremacists, which woul... https://t.co/PetJd8ghV0",Thu Feb 15 19:15:38 +0000 2018
964162133104578560,TRECIS-CTIT-H-Test-020,flSchoolShooting2018,Breaking: Florida school on lockdown after ‘shots’ 7 miles from yesterday's shooting https://t.co/jWgHHsbEGO,Thu Feb 15 15:39:00 +0000 2018
964063502317989888,TRECIS-CTIT-H-Test-020,flSchoolShooting2018,"RT @MICHAELDOLLAR: UPDATE: Marjory Stoneman Douglas High School shooting in Florida: 17 killed, suspect Nicholas Cruz in custody in Florida…",Thu Feb 15 09:07:05 +0000 2018
967581217905397760,TRECIS-CTIT-H-Test-020,flSchoolShooting2018,Tracy is a wonderful person who has always been there for us and our kiddos shooting many of their sporting... https://t.co/jVwcXLhHsH,Sun Feb 25 02:05:13 +0000 2018
967459907552325632,TRECIS-CTIT-H-Test-020,flSchoolShooting2018,,
967407551011868672,TRECIS-CTIT-H-Test-020,flSchoolShooting2018,"RT @tempestdevyne: #KyleLaman, survivor of the MSDHS, Parkland Shooting, still in hospital and needing lots of work - parents need help RAI…",Sat Feb 24 14:35:08 +0000 2018
966868487317741568,TRECIS-CTIT-H-Test-020,flSchoolShooting2018,Want to help the families and victims of the shooting at Marjory Stoneman Douglas High school? Consider making a donation. https://t.co/4B0ARTgnkb,Fri Feb 23 02:53:05 +0000 2018
966648466251419648,TRECIS-CTIT-H-Test-020,flSchoolShooting2018,RT @mcruzsr: Please support my GoFundMe campaign: https://t.co/mSV54gohx1 @gofundme #NeverAgain https://t.co/rRK3xNq6iZ,Thu Feb 22 12:18:48 +0000 2018
