postID,categories,indicatorTerms,priority,timestamp,full_text
964312020790272000,"['Factoid', 'PastNews', 'Discussion']",[],Low,2018-09-21 13:29:15,"RT @Ikea_Monkey_89: This keeps happening again and again and again ...

2018 17 killed in Florida high school shooting
2018 02 killed in Ke…"
966357581844418560,"['MultimediaShare', 'PastNews', 'Discussion']",[],Low,2018-09-26 16:32:36,
964884456040468480,"['PastNews', 'Sentiment', 'Irrelevant']",[],Low,2018-09-24 15:43:09,@exilekubai At least I dont get shot when im in school
963943830184710144,"['MultimediaShare', 'Factoid', 'ContinuingNews', 'KnownAlready']",[],Medium,2018-09-13 16:40:21,
964063502317989888,"['MultimediaShare', 'Factoid', 'Hashtags', 'ContinuingNews', 'KnownAlready']",[],Medium,2018-09-14 15:29:56,"RT @MICHAELDOLLAR: UPDATE: Marjory Stoneman Douglas High School shooting in Florida: 17 killed, suspect Nicholas Cruz in custody in Florida…"
966363150194036736,"['PastNews', 'Discussion']",[],Low,2018-09-26 16:33:56,
963870286234968064,"['EmergingThreats', 'ContinuingNews']",[],Critical,2018-09-12 18:36:58,"Margate fire rescue is preparing for a mass casualty incident, Parkland school shooting"
967443634877427712,"['PastNews', 'Discussion']",[],Medium,2018-09-26 17:38:31,"@piersmorgan Four ""good guys"" hid behind their cars while kids were being slaughtered. An armed teacher ALREADY INS… https://t.co/MqDyx7jYhx"
967058771905269760,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",[],Low,2018-09-26 17:33:28,
966392089914236928,"['MultimediaShare', 'PastNews', 'Discussion']",[],Low,2018-09-26 16:42:03,
963915140277121024,"['ContinuingNews', 'KnownAlready']",[],Low,2018-09-13 15:13:07,
965647786602582016,"['MultimediaShare', 'PastNews', 'Discussion']",[],Medium,2018-09-26 14:12:29,"The Wall Street Journal: In days before Florida school shooting, host family saw no sign of Nikolas Cruz intent https://t.co/TNVH0wM6Gx"
966203654301802496,"['PastNews', 'Discussion', 'KnownAlready']",[],Low,2018-09-26 15:54:57,"Host dad who took in Florida school shooting suspect: ""It's his right"" to have an AR-15… https://t.co/o5P57EXCHS"
964566427280822272,"['PastNews', 'Discussion']",[],Low,2018-09-21 16:49:04,
965135338955067392,"['MultimediaShare', 'Hashtags', 'PastNews', 'Discussion']",[],Medium,2018-09-26 12:49:00,"AP Reports, Buries, and Walks Back False Claim of Nikolas Cruz's White Nationalist Ties https://t.co/hcLMYXmtQD #MediaBias #TCOT #MAGA"
964327647894437888,"['MultimediaShare', 'ContinuingNews', 'Discussion']",[],Medium,2018-09-21 13:43:26,"RT @CBSNews: NEW: ""We thought it was a drill,"" student evacuated from Parkland, Florida, high school tells CBS News. ""We already had one ea…"
965693739602792448,"['MultimediaShare', 'Hashtags', 'PastNews', 'Discussion']",[],Low,2018-09-26 14:22:56,
964714294725132288,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",[],Low,2018-09-24 14:50:37,
963988367435358208,"['PastNews', 'Discussion']",[],Low,2018-09-14 13:33:03,"@CBSEveningNews If they have to put metal detectors in every school to prevent,shooting do it.  You should also hav… https://t.co/lrMElhFasC"
964532171896651776,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",[],Low,2018-09-21 15:59:24,"CNN : Jimmy Kimmel to Trump after school shooting: ""You still haven't done anything about this. Nothing. You've lit… https://t.co/XanF8xKN5F"
966135462372040704,"['MultimediaShare', 'Hashtags', 'PastNews', 'Sentiment']",[],Low,2018-09-26 15:41:32,#ITMFA @jpw643 #ParklandStrong #GunControlNow Romney #Mueller Steph #RESISTNow Dinesh D'Souza #MarchForOurLives Wes… https://t.co/hq55RjrbNL
964329543174586368,"['PastNews', 'Discussion']",[],Low,2018-09-21 13:46:34,Honestly the day after another mass shooting at a school leads to me unfollowing so many people. Anyone who can arg… https://t.co/H5sKZSrCZj
964798451845419008,"['PastNews', 'Discussion', 'KnownAlready']",[],Low,2018-09-24 15:10:02,
966336081116434432,"['MultimediaShare', 'PastNews', 'Discussion']",[],Low,2018-09-26 16:11:01,
963916191009050624,"['MultimediaShare', 'Factoid', 'ContinuingNews', 'KnownAlready']",[],Medium,2018-09-13 15:15:32,
965998951055921152,"['MultimediaShare', 'Hashtags', 'PastNews', 'Discussion', 'KnownAlready']",[],Low,2018-09-26 15:03:12,
966326483454185472,"['PastNews', 'Discussion']",[],Low,2018-09-26 16:07:53,RT @1776Stonewall: this is in response to the left giving teenagers this phony platform after the school shooting. The left knows they're e…
964212699478593536,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",[],Medium,2018-09-18 16:23:39,Florida shooting: grieving community pleads for end to gun carnage | US news | The Guardian https://t.co/aM821Gruj1
963936751655014400,"['PastNews', 'Sentiment', 'Discussion']",[],Low,2018-09-13 16:02:38,If we brought back common sense instead of common core and had true family values again then this school shooting s… https://t.co/GnmaU31VXV
963870618662965248,"['EmergingThreats', 'ContinuingNews']",[],Medium,2018-09-12 18:38:36,
964301197183193088,"['Hashtags', 'PastNews', 'Sentiment']",[],Low,2018-09-19 17:53:56,"Multiple students at high school in Parkland, Florida, make claim of more than one shooter on premises. Whose reall… https://t.co/uiFerBbz21"
964194950245068800,"['MultimediaShare', 'PastNews', 'Discussion']",[],High,2018-09-18 14:59:45,"Horrible.

Florida school shooting suspect charged with 17 counts of premeditated murder: Live updates 

https://t.co/V29BuJ1D4L"
966379925979746304,"['MultimediaShare', 'Hashtags', 'PastNews', 'Discussion']",[],Low,2018-09-26 16:37:11,
964274497003012096,"['MultimediaShare', 'PastNews', 'Discussion']",[],High,2018-09-19 16:09:20,FBI releases the reason it didn’t act on the disturbing Nikolas Cruz tip it received last year https://t.co/oTlJipFy34
964219627394879488,"['PastNews', 'Sentiment']",[],Low,2018-09-18 16:30:28,
964469093754646528,"['MultimediaShare', 'Factoid', 'PastNews', 'Discussion']",[],High,2018-09-21 15:05:52,
965859885085872128,"['PastNews', 'Discussion']",[],Low,2018-09-26 14:45:49,"Right-wing, pro-Trump outlet attempts to discredit one of the most vocal student survivors of the Parkland school s… https://t.co/LIOfRXMCRy"
963975775534960640,"['Factoid', 'PastNews', 'Discussion']",[],Low,2018-09-14 13:02:06,"Retweeted The Daily Beast (@thedailybeast):

Sen. Chris Murphy: “What looks to be the 19th school shooting in... https://t.co/xYNet4zdRE"
964612870708322304,"['PastNews', 'Sentiment']",[],Low,2018-09-24 13:43:10,Mike Pence Urges Prayer For Victims Of Florida Shooting https://t.co/kYBiEGzJwN via Justin Caruso
966020239711522816,"['PastNews', 'Irrelevant']",[],Low,2018-09-26 15:09:34,
964789566023585792,"['MultimediaShare', 'ContinuingNews']",[],High,2018-09-24 15:07:09,"RT @NBCNews: Cellphone video shows the moment the Parkland, Florida, high school shooting suspect, Nikolas Cruz, was captured. 

https://t.…"
964164248346812416,"['PastNews', 'Sentiment']",[],Low,2018-09-18 14:03:41,
964012185335693312,"['MultimediaShare', 'ContinuingNews', 'KnownAlready']",[],Low,2018-09-14 14:14:19,
965575493788536832,"['MultimediaShare', 'PastNews', 'Discussion']",[],Medium,2018-09-26 13:44:55,
967417959550304256,"['MultimediaShare', 'Hashtags', 'PastNews', 'Discussion', 'KnownAlready']",[],Low,2018-09-26 17:37:12,"RT @votevets: The @USArmy is awarding its Medal of Heroism to three #JROTC cadets killed in last week's school shooting in #Parkland, Flori…"
963868378401247232,"['EmergingThreats', 'Sentiment']",[],Critical,2018-09-12 18:31:16,
966817883140567040,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",[],Medium,2018-09-26 17:30:18,
964459317092126720,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",[],Low,2018-09-21 14:56:56,
965197111754219520,"['PastNews', 'Discussion']",[],Low,2018-09-26 12:55:01,
964299142859247616,"['PastNews', 'Discussion']",[],Low,2018-09-19 17:51:49,"After Florida school shooting, Russian bots push gun hashtags https://t.co/TroOHVzjc6 https://t.co/pDPJhkjn7S"
964349152208416768,"['Donations', 'MultimediaShare', 'PastNews', 'Discussion']",[],Low,2018-09-21 13:57:46,Tearful Rizzo speaks at vigil for Florida victims https://t.co/WQ3YY1YoHS via @MLB Carrie Muskat has done a magnifi… https://t.co/hi1LkXxrYv
964751060953911296,"['PastNews', 'Discussion']",[],Low,2018-09-24 15:00:32,@PeteWil52408518 @Mel_Ankoly @WhooliaWhoolia @BobWeiss91362 No school shooting here in the uk for 25 years  since w… https://t.co/Rp6ZEfBeot
963959422144925696,"['PastNews', 'Sentiment']",[],Low,2018-09-13 16:50:57,
964963455471095808,"['PastNews', 'Discussion']",[],Low,2018-09-24 16:39:20,
964266849595772928,"['MultimediaShare', 'PastNews', 'Discussion']",[],High,2018-09-19 15:55:42,
964678753602473984,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",[],Low,2018-09-24 14:34:14,"While Loading Gun at Florida School, Shooting Suspect Told Student ‘Better Get Out of Here’ A freshman at Marjory S… https://t.co/dhIpyOXsHY"
965905893832486912,"['PastNews', 'Discussion']",[],Low,2018-09-26 14:48:03,Governor Rick Scott says families want to know why tips the FBI had about school shooter Nikolas Cruz didn't help. https://t.co/zVKMWCmmwD
964267951598723072,"['MultimediaShare', 'PastNews', 'Sentiment']",[],Low,2018-09-19 15:57:59,I'm not aware of any armed teachers ever stopping a school shooting in progress. But they have accidentally shot th… https://t.co/FBvkNntR5Q
964563723577970688,"['PastNews', 'Discussion']",[],Medium,2018-09-21 16:47:59,RT @pal29b: FBI knew Nikolas Cruz was stockpiling weapons and wanted to kill https://t.co/6gdMK0UTBF via @MailOnline
963924851802034176,"['Sentiment', 'Discussion', 'Irrelevant']",[],Low,2018-09-13 15:41:12,
963887300429062144,"['EmergingThreats', 'ContinuingNews', 'Sentiment']",[],Medium,2018-09-13 14:20:06,"RT @SoCalRyan289: Another day in America, another school shooting. #BrowardCounty #Florida #activeshooter

Gunman reported still at large.…"
964112517093052416,"['MultimediaShare', 'PastNews', 'Discussion']",[],Low,2018-09-14 16:19:53,
963991544029175808,"['PastNews', 'Discussion']",[],Low,2018-09-14 13:39:35,"A classmate of suspected gunman Nikolas Cruz, who allegedly went on a shooting spree Wednesday killing at least... https://t.co/2ko1MyZOKa"
964884565218164736,"['PastNews', 'Discussion']",[],Low,2018-09-24 15:43:39,Olympic skating duo compete in honor of Florida shooting victims https://t.co/GUfCGXcWXI
964678647729700864,"['PastNews', 'Sentiment']",[],Low,2018-09-24 14:33:44,"@jefferiesshow Better idea: every time a child dies in a school shooting, you should cut off the finger of a Congre… https://t.co/7QZBAvZzz1"
963918701127925760,"['EmergingThreats', 'MultimediaShare', 'Factoid', 'ContinuingNews']",[],High,2018-09-13 15:26:12,
965297639779635200,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",[],Low,2018-09-26 13:11:44,Trump uses Florida school massacre as excuse to attack FBI's Russia probe https://t.co/kd0YYH9NVG via @HuffPostPol
965750146976878592,"['MultimediaShare', 'PastNews', 'Sentiment']",[],Low,2018-09-26 14:31:42,
964089981726838784,"['PastNews', 'Discussion']",[],Low,2018-09-14 15:41:03,RT @g0rrin: I feel concerned about my response and others' (or lack thereof) regarding the news of a school shooting. It feels like somethi…
964709623080148992,['Irrelevant'],[],Low,2018-09-24 14:47:37,RT @myfox8: Sheriff Grice addresses Ledford High School shooting threat https://t.co/Hw0Lc6tanp https://t.co/nSIv75Clnc
964831660880596992,"['PastNews', 'Irrelevant']",[],Low,2018-09-24 15:16:18,
964612248172888064,['Irrelevant'],[],Low,2018-09-24 13:41:26,"""Teen to Be Tried as Adult in South Carolina School Shooting"" by THE ASSOCIATED PRESS via NYT https://t.co/EHZxwPwzcO"
966267448067465216,"['PastNews', 'Discussion']",[],Low,2018-09-26 16:01:34,Look What We Found Out About This School Shooting Survivor That’s Been Attacking Trump! – ZootWire https://t.co/1q71W9gxJY
964590620370264064,"['MultimediaShare', 'PastNews', 'Discussion']",[],Low,2018-09-24 13:25:44,Jeff Sessions Just Tried to Blame Florida School Shooting on Gang Violence https://t.co/qnjevsVWPw via @MotherJones
964576810536198144,"['PastNews', 'Sentiment']",[],Low,2018-09-24 12:59:41,
964017816902004736,"['MultimediaShare', 'Factoid', 'PastNews', 'Sentiment']",[],Medium,2018-09-14 14:18:11,
966256013140733952,"['PastNews', 'Discussion']",[],Low,2018-09-26 16:00:37,
964115964613812224,"['MultimediaShare', 'Hashtags', 'PastNews', 'Sentiment']",[],Medium,2018-09-14 16:23:51,"Please say a prayer for the deceased and injured in Parkland, FL.

PICTURED: Girl and track coach killed in Florida… https://t.co/Epfl4RqQ6N"
966373805961678848,"['MultimediaShare', 'PastNews', 'Discussion']",[],Low,2018-09-26 16:36:05,
965495273010225152,"['MultimediaShare', 'PastNews', 'Discussion']",[],Low,2018-09-26 13:36:31,"RT @BrianNolan1974: Funeral after funeral, an emotional marathon for survivors of the Parkland school shooting @washingtonpost  https://t.c…"
964239141868359680,['Irrelevant'],[],Low,2018-09-19 14:40:22,
964492778020499456,"['PastNews', 'Discussion']",[],Low,2018-09-21 15:12:34,
964273063163584512,"['PastNews', 'Discussion']",[],Low,2018-09-19 16:05:44,UPDATE: A Florida sheriff says the suspect in a school shooting that killed 17 people stopped at fast food restaura… https://t.co/SFO6XTGE6F
964254338062352384,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",[],Medium,2018-09-19 15:25:15,"#Entérate: Otorgan prisión sin fianza para Nikolas Cruz, autor de la matanza en la secundaria de Florida y que se c… https://t.co/eLySW5TS0P"
964624211410120704,"['MultimediaShare', 'PastNews', 'Discussion']",[],Medium,2018-09-24 13:47:38,
964849051526148096,"['PastNews', 'Sentiment', 'Irrelevant']",[],Low,2018-09-24 15:23:32,@Debat69 @GolfSoBad @goldengateblond Smiling and posing with victims of a mass shooting. What in the fuck???
963975651567943680,"['Hashtags', 'PastNews', 'Sentiment']",[],Low,2018-09-14 13:00:47,
964974879878479872,"['PastNews', 'Discussion']",[],Low,2018-09-24 16:44:12,Nikolas Cruz hate Jews. His mother is a Jew so he must hate himself terribly. What a warped and twisted mind. It’s… https://t.co/4cutSSmMty
963940324258312192,"['PastNews', 'Sentiment', 'Irrelevant']",[],Low,2018-09-13 16:06:44,
965262295021613056,"['MultimediaShare', 'PastNews', 'Discussion']",[],Low,2018-09-26 13:06:48,
966256044535148544,"['PastNews', 'Discussion', 'KnownAlready']",[],Low,2018-09-26 16:00:49,
965749599179890688,"['MultimediaShare', 'PastNews', 'Discussion']",[],Medium,2018-09-26 14:31:20,
963879540375375872,"['MultimediaShare', 'Factoid', 'ContinuingNews', 'KnownAlready']",[],High,2018-09-13 13:53:27,RT @sorenstudio: Florida shooting live: Parkland school shooter updates | Daily Mail Online https://t.co/6FakoWvYWF
965474568688214016,"['Hashtags', 'PastNews', 'Discussion']",[],Low,2018-09-26 13:35:51,#NRA is under attack again by leftist who have a new weapon in the Florida mass shooting victims who are young &amp; fe… https://t.co/jBtWow8JwJ
966210455260880896,"['MultimediaShare', 'Hashtags', 'PastNews', 'Discussion']",[],Low,2018-09-26 15:56:14,
964589676706369536,['Irrelevant'],[],Low,2018-09-24 13:07:35,RT @seattletimes: South King Fire and Rescue reported on Twitter that there are no known victims at Highline College. Reports of a shooting…
965912942528073728,"['PastNews', 'Discussion', 'KnownAlready']",[],Low,2018-09-26 14:48:17,
965750230410059776,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",[],Low,2018-09-26 14:33:35,Teenagers stage 'lie-in' outside White House in support of Parkland shooting victims https://t.co/IoUbSHrI0X via @YahooNews
966755362538967040,"['Hashtags', 'PastNews', 'Discussion']",[],Low,2018-09-26 17:23:05,
965344683584049152,"['MultimediaShare', 'PastNews', 'Sentiment']",[],Low,2018-09-26 13:18:59,‘This Is Who the American People Elected’: White House Grapples with Un-Presidential Trump After School Shooting… https://t.co/roqJzo0MIW
964274491986673664,"['MultimediaShare', 'PastNews', 'Discussion']",[],Medium,2018-09-19 16:07:03,
964501154347483136,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",[],Medium,2018-09-21 15:20:57,"Beloved coaches, teacher, students among dead in Florida school shooting https://t.co/Nwy9droYsH via @HuffPost"
964978792300142592,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",[],Low,2018-09-24 16:44:38,
964264328777093120,"['MultimediaShare', 'PastNews', 'Discussion']",[],Medium,2018-09-19 15:53:54,
964553145555668992,"['PastNews', 'Discussion']",[],Low,2018-09-21 16:17:28,BBC News - Florida school shooting: Students share tales of heroism https://t.co/yAW45eMdpr
963951963254743040,"['MultimediaShare', 'ContinuingNews']",[],Medium,2018-09-13 16:48:05,
964126821116710912,"['Hashtags', 'PastNews', 'Sentiment']",[],Low,2018-09-14 16:36:21,
966686067595366400,"['PastNews', 'Discussion']",[],Low,2018-09-26 17:13:23,
965543659675553792,"['PastNews', 'Discussion']",[],Low,2018-09-26 13:41:04,Watch Chris Wallace interview kids from Parkland High School and they are elegantly speaking about NRA platforms if… https://t.co/bwlW78VaNx
965714499780014080,"['MultimediaShare', 'PastNews', 'Sentiment']",[],Low,2018-09-26 14:26:59,"@marcorubio ""If you can't get elected without taking money from child murderers, why are you running?"" Shooting sur… https://t.co/sccMcphvLZ"
963932049135595520,"['Factoid', 'ContinuingNews', 'KnownAlready']",[],Low,2018-09-13 15:51:26,17 people dead at a Florida school shooting??
966350899017695232,['Irrelevant'],[],Low,2018-09-26 16:16:49,I'm raising money for Get Brandy Spayed And Shots!. Click to Donate:  https://t.co/kHzEITNBEC via @gofundme
964182867440893952,"['Hashtags', 'PastNews', 'KnownAlready']",[],Low,2018-09-18 14:35:43,
964725445425029120,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",[],Low,2018-09-24 14:52:35,Trump meets Florida school shooting survivors as calls grow for tougher gun laws by Catherine Lucey - The Associate… https://t.co/XfbgyHNfSL
964208512292343808,"['Hashtags', 'PastNews', 'Sentiment']",[],Low,2018-09-18 15:27:20,"I think that proves it: White Supremacy is a mental illness.

Republic of Florida
Nikolas Cruz
#GunControlNow 
#NoMuslimBanEver"
965745983773491200,"['PastNews', 'Irrelevant']",[],Low,2018-09-26 14:30:39,
966001002439741440,['Irrelevant'],[],Low,2018-09-26 15:03:43,
965357029656285184,"['PastNews', 'Discussion', 'KnownAlready']",[],Low,2018-09-26 13:21:23,
964154836395667456,"['PastNews', 'Discussion']",[],Low,2018-09-18 13:44:45,
964018520270032896,"['MultimediaShare', 'PastNews', 'Irrelevant']",[],Low,2018-09-14 14:22:13,
966364420942176256,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",[],Low,2018-09-26 16:34:14,
964138394480758784,"['MultimediaShare', 'Hashtags', 'PastNews', 'KnownAlready']",[],Low,2018-09-14 16:48:52,
965419348579020800,"['PastNews', 'Discussion']",[],Medium,2018-09-26 13:29:21,Justin Colton #13 of the Florida Junior Panthers survived being shot at Stoneman Douglas High School this week and… https://t.co/cTlVeo2SA8
965146872900825088,"['PastNews', 'Discussion']",[],Low,2018-09-26 12:50:03,@DiamondandSilk Nikolas Cruz is another victim
964550418599641088,"['MultimediaShare', 'PastNews', 'Discussion']",[],Low,2018-09-21 16:11:24,
964314695392952320,"['MultimediaShare', 'PastNews', 'Discussion']",[],Medium,2018-09-21 13:30:16,Local law enforcement: No ties between militia and Florida high school shooter https://t.co/XzqNEaaToX via @tdonline
964191874633338880,"['PastNews', 'Discussion']",[],Medium,2018-09-18 14:53:25,
963957247406690304,"['MultimediaShare', 'PastNews', 'Sentiment', 'Irrelevant']",[],Low,2018-09-13 16:49:34,a bowie song about a school shooting on valentine's day... rip https://t.co/BbbgwRsGYM
