categories,indicatorTerms,postID,priority,timestamp
['ServiceAvailable'],[],369816519087509504,Low,2018-09-06 16:28:52
['Irrelevant'],[],369296647655653376,Low,2018-09-05 17:21:44
['Irrelevant'],[],369671631049748480,Low,2018-09-05 18:27:55
['ServiceAvailable'],[],369756448240447488,Low,2018-09-06 16:16:28
"['Weather', 'ContinuingNews']",[],369988607177523200,Low,2018-09-06 16:35:06
['Donations'],[],369826258248425472,Low,2018-09-06 16:29:05
"['InformationWanted', 'ThirdPartyObservation', 'ServiceAvailable']",[],369663603143901184,Medium,2018-09-05 18:24:54
['FirstPartyObservation'],[],369757526163595264,Low,2018-09-06 16:18:09
['Irrelevant'],[],369468115010088960,Low,2018-09-05 17:51:04
['Irrelevant'],[],369648537195139072,Low,2018-09-05 18:17:10
['Irrelevant'],[],369614773052137472,Low,2018-09-05 18:02:33
['ServiceAvailable'],[],369812039536881664,Low,2018-09-06 16:28:00
['Irrelevant'],[],370461640786837504,Low,2018-09-06 16:55:55
"['ServiceAvailable', 'Factoid']",[],369699237920927744,Low,2018-09-06 16:03:19
"['ThirdPartyObservation', 'Weather', 'ContinuingNews']",[],369125457158881280,Medium,2018-09-05 17:00:32
['ServiceAvailable'],[],369706166919512064,Low,2018-09-06 16:05:53
['InformationWanted'],[],369634171720699904,Low,2018-09-05 18:11:01
['Donations'],[],369705621668364288,Low,2018-09-06 16:04:46
['Irrelevant'],[],372131883909668864,Low,2018-09-06 17:02:18
['Factoid'],[],369182797467889664,Low,2018-09-05 17:07:06
['Irrelevant'],[],369617730032259072,Low,2018-09-05 18:04:08
"['Weather', 'EmergingThreats']",[],369790757663539200,Medium,2018-09-06 16:25:54
['Volunteer'],[],370062351426273280,Low,2018-09-06 16:41:37
['ThirdPartyObservation'],[],369259460956405760,Low,2018-09-05 17:11:18
"['MovePeople', 'EmergingThreats', 'ContinuingNews']",[],369719022465454080,High,2018-09-06 16:10:00
"['ThirdPartyObservation', 'EmergingThreats']",[],369558472909520896,High,2018-09-05 17:57:00
