Event_Name,tweet_id,Text,TimeStamp,User Info,Description
fireColorado2012,211281973870727170,#colorado. Told you its #amazing http://t.co/6z0Qq7qe,Sat Jun 09 02:22:02 +0000 2012,Jeff,Happiness is a choice
fireColorado2012,211557401231495171,RT @northfortynews: Tanker helicopter heads up to Paradise Park to drop water on #HighParkFire. http://t.co/7atRS5cy,Sat Jun 09 20:36:29 +0000 2012,MarilynF,"Background: law & healthcare. Interested in human rts, palliative care, sustainable living, travel & writing. Jewish. Global citizen. Proud liberal. Gypsy soul."
fireColorado2012,211565974422425600,#Evacuation center Cache La Poudre Middle School 3515 West County Road 54G in Laporte. #Colorado #Wildfire,Sat Jun 09 21:10:33 +0000 2012,Angela Thorpe,@StateFarm Public Relations/spokeswoman proudly #HereToHelp #GoodNeighbors with insurance education | 303-264-1560 angela.m.thorpe.cdxt@statefarm.com
fireColorado2012,211607187653533697,20F degrees cooler tomorrow in North Central &amp; Northeastern #Colorado. Highs in the mid and upper 70'S. #HighParkFire #COwx #Heat #Coolbreak,Sat Jun 09 23:54:19 +0000 2012,William Scherer,@BrettNoble4 AJ Hunter My Top Priority. Chasing Severe Storms + Winter Storms. Huge Powderhound. Photographer. Now On Instagram:WilliamScherer1•RIP Mom My Hero.
fireColorado2012,211654415503990784,FEMA has authorized the use of federal funds to help with firefighting costs for the #HighParkFire. http://t.co/whxlpPEP,Sun Jun 10 03:01:59 +0000 2012,Sheri Van Fossen,air force brat anglo-american Christain nurse news hound
fireColorado2012,211671247258521602,#Media Large wildfire in N. Colorado prompts evacuations: Crews are battling a fast-moving wildf... http://t.co/ju1BGTKH #Politics #News,Sun Jun 10 04:08:52 +0000 2012,LiveAnotherLife,"I love upcoming #technology, #gadgets, #science and world #politics. I am also a keen reader and a self learned programmer. I love to share what I know. ✺"
fireColorado2012,211681309368655872,Large wildfire in northern Colorado prompts evacuations - Fox News: CBS NewsLarge wildfire in northern Colorado ... http://t.co/BvG6xSRH,Sun Jun 10 04:48:51 +0000 2012,John Muriango,#Evangelical #Christian #Reformed #CalviDispy #Baptist #Conservative #ProLife #TeamJesus #tcot #Cessationist #Blogger #Marketer #Capitalist #Arsenal
fireColorado2012,211685621125742592,RT @LarimerSheriff: #HighParkFire update http://t.co/hBy5shen,Sun Jun 10 05:05:59 +0000 2012,Reagan Hudgens,"Live in SF, social commerce/adv/digital/mobile professional. Travel, art, photography, design. Supporting cancer research w/ https://t.co/lCYXgArMNb"
fireColorado2012,211703656611979265,India Large wildfire in N. Colorado prompts evacuations http://t.co/uprHT63g,Sun Jun 10 06:17:39 +0000 2012,Latest News,
fireColorado2012,211732966416719873,Western wildfires forcing evacuations: Firefighters in Colorado and New Mexico are battling wildfires that are m... http://t.co/BOaVjrRO,Sun Jun 10 08:14:07 +0000 2012,dissertationonline,
fireColorado2012,211790625530593282,"New #HighParkFire Evacs: 474 evac notices S &amp; W of Bellvue includes Lory State Park, Redstone Canyon &amp; Buckhorn Rd to Stove Prairie School",Sun Jun 10 12:03:14 +0000 2012,CBSDenver,"Covering Colorado First. #Denver area news, #BreakingNews, #Colorado, #cowx & more. Be sure to also check us out on Facebook: https://t.co/m2Uesbrbir"
fireColorado2012,211830756614475777,#50radio #NowPlaying 5-0 Radio app (Larimer County Fire and EMS) rr://7897 #highparkfire,Sun Jun 10 14:42:42 +0000 2012,413 Working Incident,"Scanner Calls: Berkshire MA, Litchfield CT, Eastern NY State, sometimes Boston area, Large Scale Incidents, National Emergencies, and so on so forth."
fireColorado2012,211848238465159170,"According to Gov Hickenlooper, One third of all fire retardant equipment in the country is here in Larimer County. #highparkfire",Sun Jun 10 15:52:10 +0000 2012,Matt Fischer,"Father, coder, hiker, author, skier, appeared on once MST3K. #devops #openstack #docker #ansible Automate or die tryin'. Devops life chose me."
fireColorado2012,211877049147736064,RT @KyleLSaunders: Just some perspective: 14000 acres = 21.87500 sq mi #highparkfire; @LarimerSheriff notes still 0% containment--so sco ...,Sun Jun 10 17:46:39 +0000 2012,Rebekah,I'm Rebekah.
