Event_Name,tweet_id,Text,TimeStamp,User Info,Description
floodColorado2013,378011169883037697,"RT @dlfluegge: Crazy Flooding in Boulder, Colorado http://t.co/sg0iIdqCeY via @youtube",Thu Sep 12 04:24:20 +0000 2013,M. H.,chant chant chant chant. phish phish phish phish.
floodColorado2013,378026101588496385,RT @passantino: Video: Severe flooding hits near Univ. of Colorado at Boulder http://t.co/7jkJogCjDH,Thu Sep 12 05:23:40 +0000 2013,Jerome Stone,"An RN with 30 experience in nursing and 20 years meditating, my goal is to bring practices in mindfulness, meditation and compassion to the nursing community."
floodColorado2013,378029784204206080,"Crazy Flooding in Boulder, Colorado http://t.co/3IgoyaAfWE",Thu Sep 12 05:38:18 +0000 2013,Josh World Peace,"Boulder, CO | | Follow me in the streets too. Instagram: Joshworldpeace"
floodColorado2013,378038458024865792,Thoughts and prayers out to those in Boulder who may not get to Amante for morning coffee. #boulderflood,Thu Sep 12 06:12:46 +0000 2013,Jim Anderson,"Entrepreneur, athlete, Dartmouth Triathlon Club coach, sports science, Dad."
floodColorado2013,378045630251147265,RT @dailycamera: VIDEO: Flooding at 28th St underpass in #Boulder tonight http://t.co/JhQBnOZWiF #boulderflood,Thu Sep 12 06:41:16 +0000 2013,Nick Dunklee,I'm really not a TV station.
floodColorado2013,378046271996440576,RT @BoulderCh1News: scanner #boulderflood reports Lee Road rock slide road is closed,Thu Sep 12 06:43:49 +0000 2013,Ⓜ i k e,Wiseguy · Weather · Whatever · Whenever
floodColorado2013,378047710659502080,"RT @elaine: With the #Boulderflood, remember to check and trust your sources before you Retweet. Don't go around spreading false informatio…",Thu Sep 12 06:49:32 +0000 2013,Becca,Restless hacker. Reader. Writer. Coder. Cyclist. Aegis Navy Vet. USS Lake Erie Plankowner. Transgender.
floodColorado2013,378049119924674561,RT @ShoutSteph: And I thought living on boulder creek would be a good thing... #flashflood #boulderflood #bouldercreek http://t.co/fe1LuXPp…,Thu Sep 12 06:55:08 +0000 2013,T$$,"engineer, weirdo."
floodColorado2013,378050260792119297,"Evacuation order for the town of #Jamestown, #CO. Torrential #flooding rain in the Front Range Urban Corridor, N of I-70 #COwx #Boulderflood",Thu Sep 12 06:59:40 +0000 2013,William Scherer,@BrettNoble4 AJ Hunter My Top Priority. Chasing Severe Storms + Winter Storms. Huge Powderhound. Photographer. Now On Instagram:WilliamScherer1•RIP Mom My Hero.
floodColorado2013,378050491474657280,RT @ShanaCordon: Evacuation bags are ready by the front door. Now hoping for some rest. Be safe &amp; well #Boulder friends. #boulderflood #cowx,Thu Sep 12 07:00:35 +0000 2013,K.R. O'Connell,G'day Twitterers!.  Haha!
floodColorado2013,378054652215824384,"#Breaking: Jamestown, Colorado, is under mandatory evacuation order due to flash flooding - @dailycamera http://t.co/bN3gBLKHQg",Thu Sep 12 07:17:07 +0000 2013,feedNL Nieuws - News,@feedNL: Nieuws Nederland - Breaking News Global
floodColorado2013,378054979380334592,"The weather is crazy over here..we have rivers now, &amp; some students are evacuating the dorms while others went mud sliding xD #boulderflood",Thu Sep 12 07:18:25 +0000 2013,Ali Al Athari,Be Humble - GES Graduate'12. University of Colorado Boulder
floodColorado2013,378055482704814082,Damnit @twitter take care of the spammers using #BoulderFlood,Thu Sep 12 07:20:25 +0000 2013,Ubstudios,"I am a filmmaker. Fan of The Walking Dead, Battlefield 4, and film and radio of course.
All tweets are personal opinions and should be treated as such."
floodColorado2013,378056556413079552,RT @NWSBoulder Significant flooding at the Justice Center in #boulderflood #COwx,Thu Sep 12 07:24:41 +0000 2013,Ryan Parker,Senior staff writer for The Hollywood Reporter (@THR). Colorado native. @TIME's 140 Best Twitter Feeds of 2014. Member of the 2013 Pulitzer breaking-news team.
floodColorado2013,378057261081714688,"#russelladler #news Jamestown, Colorado, is under mandatory evacuation order due to flash flooding - @dailycamera http://t.co/yyqbHZajQz",Thu Sep 12 07:27:29 +0000 2013,Russell Adler,"Persoal Injury Attorney, Russel Adler Injury Law Firm, Slip And Fall.
http://t.co/O6voGim0Uk
http://t.co/cc8P5dQMqy"
floodColorado2013,378058611638796288,RT @TxStormChasers: RT @odog: Sleeping above ground tonight. Stay safe #boulderflood #boulder http://t.co/MgacEwLoKC #cowx,Thu Sep 12 07:32:51 +0000 2013,Reeni,"MOTHER of 3, LOVE God, Country, People, Politics, & Our U.S. Military. TOLERANCE & APATHY ARE THE LAST VIRTUES OF A DYING SOCIETY ~UNKNOWN [ProfanityFreeZone]"
