tweet_id,event_id,event_name,full_text,date
368659239272579073,TRECIS-CTIT-H-Test-013,manilaFloods2013,"RT @dost_pagasa: WEATHER BULLETIN No. 2
Tropical Cyclone Alert: Tropical Depression “#MaringPH”  
Issued at 11:00AM 17 August... http://t.c…",Sat Aug 17 09:03:06 +0000 2013
368967734542864384,TRECIS-CTIT-H-Test-013,manilaFloods2013,"RT @ANCALERTS: PAGASA 12:20pm: YELLOW advisory for Metro Manila. Moderate-heavy rains in next 3 hours, possible floods in low-lying areas",Sun Aug 18 05:28:57 +0000 2013
369087058293186561,TRECIS-CTIT-H-Test-013,manilaFloods2013,"RT @ryan_chua: PAGASA raises red rainfall warning, the highest rainfall alert, over Metro Manila. Expect torrential rains, flood in low-lyi…",Sun Aug 18 13:23:06 +0000 2013
369089159635283968,TRECIS-CTIT-H-Test-013,manilaFloods2013,"RT @PIAalerts: PAGASA: Red Rainfall Warning No. 6
Weather System: Southwest Monsoon (#Habagat) enhanced by 
Tropical Storm... http://t.co/M…",Sun Aug 18 13:31:27 +0000 2013
369091105783955458,TRECIS-CTIT-H-Test-013,manilaFloods2013,RT @PhilstarNews: Corrected: CITY OF MANILA has been declared #walangpasok tom. Not the entire METRO MANILA. #maringupdates,Sun Aug 18 13:39:11 +0000 2013
369092347323105281,TRECIS-CTIT-H-Test-013,manilaFloods2013,"""@akockenn: NO CLASSES TOMORROW. SURE NA SURE NA DAW. Ingat ang lahat. God bless :) #Maring""- Swerte!! :)",Sun Aug 18 13:44:07 +0000 2013
369093215552430081,TRECIS-CTIT-H-Test-013,manilaFloods2013,"RT @bandila: Red Rainfall Warning No. 6

Weather System: Southwest Monsoon (#Habagat) enhanced by 
Tropical Storm “MARING”... http://t.co/x…",Sun Aug 18 13:47:34 +0000 2013
369099410526855170,TRECIS-CTIT-H-Test-013,manilaFloods2013,"RT @RescuePH: I'd like to advice everyone to please use the unified hashtag ""#RescuePH"" for rescue queries. Help save our fellow men.",Sun Aug 18 14:12:11 +0000 2013
369115017536217090,TRECIS-CTIT-H-Test-013,manilaFloods2013,RT @dost_pagasa: 11:00 pm Moderate to heavy rains due to SW Monsoon (#Habagat) is affecting of Quezon and most likely to continue for the n…,Sun Aug 18 15:14:12 +0000 2013
369116846261166080,TRECIS-CTIT-H-Test-013,manilaFloods2013,,
369118968566394880,TRECIS-CTIT-H-Test-013,manilaFloods2013,RT @DepEd_PH: WEATHER BULLETIN No. 5 Tropical Cyclone Alert: Tropical Storm “#MaringPH” - 11:15PM 18 August 2013 http://t.co/wgU52955HJ  vi…,Sun Aug 18 15:29:54 +0000 2013
369121183150505985,TRECIS-CTIT-H-Test-013,manilaFloods2013,Live @DZMMTeleradyo: Commuters are now stranded near a mall beside Manila City Hall due to rising floods #RescuePH,Sun Aug 18 15:38:42 +0000 2013
369122655359598592,TRECIS-CTIT-H-Test-013,manilaFloods2013,"RT @ANCALERTS: Tropical Storm Maring will continue to enhance the southwest monsoon, which will bring moderate-heavy rains in Luzon #Maring…",Sun Aug 18 15:44:33 +0000 2013
369123364213776384,TRECIS-CTIT-H-Test-013,manilaFloods2013,"RT @ANCALERTS: Tropical Storm Maring will continue to enhance the southwest monsoon, which will bring moderate-heavy rains in Luzon #Maring…",Sun Aug 18 15:47:22 +0000 2013
369125457158881280,TRECIS-CTIT-H-Test-013,manilaFloods2013,RT @gmanews: TS #MaringPH Strength: Maximum winds of 75 kph near the center and gustiness of 90 kph; Movement: Forecast to move Southeast a…,Sun Aug 18 15:55:41 +0000 2013
369142238564974592,TRECIS-CTIT-H-Test-013,manilaFloods2013,"@FindAiba Well, it's not that bad for us here, but I heard in the news that there are already waist-deep floods in some places in Manila.",Sun Aug 18 17:02:22 +0000 2013
369153357673287680,TRECIS-CTIT-H-Test-013,manilaFloods2013,,
369171409945112577,TRECIS-CTIT-H-Test-013,manilaFloods2013,"with all the pork barrel given, why are we having all this flood all over Metro Manila right now? Exempted ba kayo sa judgements, politikos",Sun Aug 18 18:58:17 +0000 2013
369176485052956672,TRECIS-CTIT-H-Test-013,manilaFloods2013,"RT @twitter_ph: If you or someone you know needs to be rescued, pls use the hashtag #rescuePH so the gov't. designated rescuers can find yo…",Sun Aug 18 19:18:27 +0000 2013
369182797467889664,TRECIS-CTIT-H-Test-013,manilaFloods2013,A red rainfall advisory is issued when downpours constitute an emergency. This means we should be ready to evacuate to safety. #MaringPH,Sun Aug 18 19:43:32 +0000 2013
369190234002432002,TRECIS-CTIT-H-Test-013,manilaFloods2013,RT @daffymayj: This rain must be traumatic for the Ondoy victims.  Let's all pray for the best but be ready for the worst. #MaringPH,Sun Aug 18 20:13:05 +0000 2013
369195376181399552,TRECIS-CTIT-H-Test-013,manilaFloods2013,"its 4:32 in the morning still raining :((((( BAHA NA SA MANILA :""( #RainRainGoAway",Sun Aug 18 20:33:31 +0000 2013
369218700726902784,TRECIS-CTIT-H-Test-013,manilaFloods2013,"RT @ernie_manio: LIPA CITY: Classes in all levels suspended today, Aug 19. #MaringPH #walangpasok @ancalerts @ABSCBNNews",Sun Aug 18 22:06:12 +0000 2013
369222748234465280,TRECIS-CTIT-H-Test-013,manilaFloods2013,BE SAFE AND PRAY GUYS! ✌ #MaringPH,Sun Aug 18 22:22:17 +0000 2013
369225315152703489,TRECIS-CTIT-H-Test-013,manilaFloods2013,RT @PhilstarNews: PRIVATE SECTOR work suspension is at the discretion of companies. Call your HR for info. | #maringupdates http://t.co/WO7…,Sun Aug 18 22:32:29 +0000 2013
369227894649663488,TRECIS-CTIT-H-Test-013,manilaFloods2013,RT @rapplerdotcom: Tweet us #MaringPH photos using #FloodPH and follow updates on this LIVE BLOG: http://t.co/GZm9op3MFS http://t.co/16EEO9…,Sun Aug 18 22:42:44 +0000 2013
369236564284420096,TRECIS-CTIT-H-Test-013,manilaFloods2013,Di ako papasok today. I cannot risk my safety. Damn you #MaringPH,Sun Aug 18 23:17:11 +0000 2013
