tweet_id,event_id,event_name,full_text,date
74290454534963200,TRECIS-CTIT-H-Test-016,joplinTornado2011,"#PrayN4t/Lords  Healing & Restoration N Joplin. Church Destroyed By Tornado, Yet t/RoofTop Cross Still Standing, Refruge N #Jesus #Christ",Sat May 28 01:46:39 +0000 2011
74920217951744000,TRECIS-CTIT-H-Test-016,joplinTornado2011,RT @Bill_Gross: Amazing - and stunningly sad - pictures of before and after the #Tornado swept through #Joplin: http://j.mp/lfa80S from  ...,Sun May 29 19:29:06 +0000 2011
77079355364343808,TRECIS-CTIT-H-Test-016,joplinTornado2011,RT @velvetrasputin: The tornado damage in N. Minneapolis.   http://youtu.be/icvSJUWHHi0 -- damn... just glad my friends are all safe,Sat Jun 04 18:28:45 +0000 2011
74304399119351808,TRECIS-CTIT-H-Test-016,joplinTornado2011,"RT @CrossCzech17: A tornado kills 125 innocent people in Joplin.  One week later, Westboro Baptist Church protests in Joplin.  God - you ...",Sat May 28 02:42:03 +0000 2011
77720662453649408,TRECIS-CTIT-H-Test-016,joplinTornado2011,Death toll from Joplin tornado rises to 141: officials - Reuters http://reut.rs/jw1E4Z,Mon Jun 06 12:57:04 +0000 2011
73023697123938304,TRECIS-CTIT-H-Test-016,joplinTornado2011,RT @feedthechildren Help disaster victims at http://www.feedthechildren.org/disasterrelief #mo #tornado #pray,Tue May 24 13:53:00 +0000 2011
75424812020936704,TRECIS-CTIT-H-Test-016,joplinTornado2011,,
74249624017305600,TRECIS-CTIT-H-Test-016,joplinTornado2011,Video of Kitten Found in Joplin Missouri Tornado Debris  http://bit.ly/l6NHKw,Fri May 27 23:04:24 +0000 2011
78566102136930304,TRECIS-CTIT-H-Test-016,joplinTornado2011,RT @cardinals_raw: Cardinals News:: Cards-Royals series to benefit tornado victims http://bit.ly/lC56GW,Wed Jun 08 20:56:33 +0000 2011
73894035332399104,TRECIS-CTIT-H-Test-016,joplinTornado2011,RT @rqskye: #MONeeds #Volunteers City DistCtr to form teams we are sending into the area to help people with clean up. Open every day 9a ...,Thu May 26 23:31:25 +0000 2011
72787965184716800,TRECIS-CTIT-H-Test-016,joplinTornado2011,"RT @elisemitch: RT @samsclubsusan: #samsclub in #Joplin has generators, tarps, fuel cans, ice, charcoal & other supplies. No membership  ...",Mon May 23 22:16:17 +0000 2011
73429563790737408,TRECIS-CTIT-H-Test-016,joplinTornado2011,RT @EllisonCampaign: Assistance for tornado victims is available at Fairview Recreation center. Please spread the word - http://bit.ly/j ...,Wed May 25 16:45:46 +0000 2011
72698562223407104,TRECIS-CTIT-H-Test-016,joplinTornado2011,Playhouse theatre in #Joplin. You can see the chairs if you look close.  http://twitpic.com/51k7t6,Mon May 23 16:21:02 +0000 2011
