categories,indicatorTerms,postID,priority,timestamp
"['FirstPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],74309705132032000,Low,2018-09-07 19:04:08
"['ThirdPartyObservation', 'EmergingThreats', 'ContinuingNews']",[],73212444264243200,High,2018-09-07 18:30:14
['Sentiment'],[],73185763981918208,Low,2018-09-07 18:27:51
"['MultimediaShare', 'ContinuingNews', 'Advice']",[],76352455218171904,Medium,2018-09-07 19:18:48
"['MultimediaShare', 'Hashtags', 'ContinuingNews']",[],75889362948198400,Medium,2018-09-07 19:15:01
"['FirstPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],75124993318600704,Medium,2018-09-07 19:10:59
"['ThirdPartyObservation', 'SignificantEventChange', 'ContinuingNews']",[],73823143323643904,High,2018-09-07 18:55:12
"['Sentiment', 'Irrelevant']",[],73533755947618304,Low,2018-09-07 18:51:34
"['Sentiment', 'Irrelevant']",[],74958102906159104,Low,2018-09-07 19:09:00
"['FirstPartyObservation', 'Hashtags', 'ContinuingNews']",[],73471289871966208,Medium,2018-09-07 18:48:35
"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",[],73501193468518400,Medium,2018-09-07 18:49:34
"['Sentiment', 'Irrelevant']",[],76009973729071104,Low,2018-09-07 19:15:42
"['FirstPartyObservation', 'Weather', 'Hashtags', 'ContinuingNews']",[],73562498883784704,High,2018-09-07 18:53:07
"['ThirdPartyObservation', 'Advice']",[],73491964103884800,Low,2018-09-07 18:49:06
['Sentiment'],[],73924830025625600,Low,2018-09-07 18:57:04
"['ServiceAvailable', 'Hashtags', 'ContinuingNews']",[],76258694077235200,Medium,2018-09-07 19:18:06
"['Hashtags', 'Advice', 'Sentiment']",[],74290454534963200,Low,2018-09-07 19:02:48
"['ThirdPartyObservation', 'Hashtags', 'ContinuingNews']",[],73121834727518208,Medium,2018-09-07 18:24:45
"['ThirdPartyObservation', 'ServiceAvailable', 'Official', 'ContinuingNews', 'Advice']",[],73429563790737408,High,2018-09-07 18:44:16
"['ThirdPartyObservation', 'Advice']",[],76016840236740608,Medium,2018-09-07 19:16:23
"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],74151706748919808,Medium,2018-09-07 19:00:09
"['Hashtags', 'ContinuingNews']",[],74920217951744000,Low,2018-09-07 19:05:03
"['FirstPartyObservation', 'EmergingThreats', 'Hashtags', 'ContinuingNews', 'Advice']",[],73214313971712000,Critical,2018-09-07 18:31:03
"['Hashtags', 'Irrelevant']",[],73199761230020608,Low,2018-09-07 18:28:12
['Irrelevant'],[],76194544613470208,Low,2018-09-07 19:17:46
['Advice'],[],78638584948736000,Low,2018-09-07 19:24:42
"['Advice', 'Irrelevant']",[],73559501835468800,Low,2018-09-07 18:52:28
"['Sentiment', 'Irrelevant']",[],73203170666491904,Low,2018-09-07 18:28:28
"['Advice', 'Irrelevant']",[],74072846904721408,Low,2018-09-07 18:57:20
"['FirstPartyObservation', 'MultimediaShare', 'Official', 'Hashtags', 'ContinuingNews']",[],76835618067447808,Medium,2018-09-07 19:20:43
"['FirstPartyObservation', 'ServiceAvailable', 'Hashtags', 'ContinuingNews']",[],73050416832708608,High,2018-09-07 18:23:43
"['MultimediaShare', 'ServiceAvailable', 'Hashtags', 'ContinuingNews']",[],80701436245188608,Medium,2018-09-07 19:26:12
"['MultimediaShare', 'Factoid', 'Official', 'ContinuingNews']",[],77720662453649408,High,2018-09-07 19:21:45
"['MultimediaShare', 'ServiceAvailable', 'Hashtags', 'ContinuingNews', 'Advice']",[],75566354673045504,Medium,2018-09-07 19:14:45
['Irrelevant'],[],72827930719432704,Low,2018-09-07 18:18:47
"['Factoid', 'Hashtags', 'ContinuingNews']",[],72676276212731904,Low,2018-09-07 18:13:23
