categories,indicatorTerms,postID,priority,timestamp
"['ThirdPartyObservation', 'Advice']",[],350010969444990976,Low,2018-09-11 19:19:23
"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",[],347866593793024000,Low,2018-09-10 19:09:38
"['ThirdPartyObservation', 'ContinuingNews', 'Advice']",[],348819854201073664,Low,2018-09-11 18:05:35
"['ThirdPartyObservation', 'Advice']",[],354353156211224576,Low,2018-09-11 19:49:21
"['ThirdPartyObservation', 'Sentiment']",[],349904622846083072,Low,2018-09-11 19:09:23
"['ThirdPartyObservation', 'Advice']",[],348217606676824064,Low,2018-09-11 16:52:08
"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],348072861245767680,Low,2018-09-10 19:51:50
"['FirstPartyObservation', 'ContinuingNews']",[],349663072895516672,Low,2018-09-11 19:03:32
"['FirstPartyObservation', 'Irrelevant']",[],348109313946034176,Low,2018-09-11 16:04:50
"['FirstPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],348086199140880384,Low,2018-09-10 19:58:11
"['FirstPartyObservation', 'Official', 'Advice']",[],347793432514801664,Low,2018-09-10 18:59:12
"['ThirdPartyObservation', 'Advice']",[],348246358647508992,Low,2018-09-11 16:56:36
"['FirstPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],348655668187758592,Low,2018-09-11 17:54:34
"['ThirdPartyObservation', 'ContinuingNews', 'Sentiment']",[],352142128878592000,Low,2018-09-11 19:37:51
"['FirstPartyObservation', 'Advice']",[],349921962128179200,Low,2018-09-11 19:10:22
"['ThirdPartyObservation', 'Sentiment']",[],350101616730456064,Low,2018-09-11 19:23:35
"['FirstPartyObservation', 'MultimediaShare', 'Official', 'ContinuingNews']",[],347921186816147456,Medium,2018-09-10 19:25:49
"['ThirdPartyObservation', 'MultimediaShare', 'Factoid']",[],348263601414475776,Low,2018-09-11 16:58:22
"['FirstPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],348865609884385280,Low,2018-09-11 18:11:19
"['FirstPartyObservation', 'Official', 'Advice']",[],348174715719913472,Medium,2018-09-11 16:34:31
"['FirstPartyObservation', 'Advice']",[],348056482518024192,Low,2018-09-10 19:45:26
"['FirstPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],348972807918600192,High,2018-09-11 18:23:44
"['FirstPartyObservation', 'Advice']",[],349570978579361792,Low,2018-09-11 18:59:19
"['ThirdPartyObservation', 'ContinuingNews', 'Sentiment']",[],348500655087951872,Low,2018-09-11 17:29:18
"['FirstPartyObservation', 'Official', 'Sentiment']",[],348943988830658560,Low,2018-09-11 18:19:55
"['FirstPartyObservation', 'ContinuingNews', 'Sentiment']",[],348139420685320192,Low,2018-09-11 16:20:06
"['FirstPartyObservation', 'ContinuingNews']",[],348413681996034048,Low,2018-09-11 17:13:15
"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],348711146225811456,Low,2018-09-11 18:02:14
"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],348598206206193664,Low,2018-09-11 17:47:14
