postID,categories,indicatorTerms,priority,timestamp,full_text
350010969444990976,"['ThirdPartyObservation', 'Advice']",[],Low,2018-09-11 19:19:23,
347866593793024000,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",[],Low,2018-09-10 19:09:38,"RT @CBCCalgary: City of Calgary expecting 75,000 to 100,000 people in #yyc will be forced from their homes because of flooding. #abflood"
348819854201073664,"['ThirdPartyObservation', 'ContinuingNews', 'Advice']",[],Low,2018-09-11 18:05:35,Great resource for the latest #YYCFlood information from The City of Calgary ~ pass it on!... http://t.co/zphHuM87pU
354353156211224576,"['ThirdPartyObservation', 'Advice']",[],Low,2018-09-11 19:49:21,@jlancasterCBC BTW was referenced re train bridge collapse in Calgary after flood City could not inspect Might b starting point 4 research?
349904622846083072,"['ThirdPartyObservation', 'Sentiment']",[],Low,2018-09-11 19:09:23,
348217606676824064,"['ThirdPartyObservation', 'Advice']",[],Low,2018-09-11 16:52:08,
348072861245767680,"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],Low,2018-09-10 19:51:50,RT @weathernetwork: RT @fionnscalgary looking at bowness park flooding http://t.co/0uyYizd6po #yycflood
349663072895516672,"['FirstPartyObservation', 'ContinuingNews']",[],Low,2018-09-11 19:03:32,RT @Metro_Nolais: Water restrictions remain in place #yycflood
348109313946034176,"['FirstPartyObservation', 'Irrelevant']",[],Low,2018-09-11 16:04:50,"RT @iainilich: Despite #yycflood mayhem, @Shawhelp repair guy arrived on time to replace flaky PVR. Thanks!"
348086199140880384,"['FirstPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],Low,2018-09-10 19:58:11,
347793432514801664,"['FirstPartyObservation', 'Official', 'Advice']",[],Low,2018-09-10 18:59:12,
348246358647508992,"['ThirdPartyObservation', 'Advice']",[],Low,2018-09-11 16:56:36,
348655668187758592,"['FirstPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],Low,2018-09-11 17:54:34,"RT @Crackmacs: 7th ave is vacant, other than pedestrians and skateboarders #yyc #yycflood http://t.co/B9BVs3vdjQ"
352142128878592000,"['ThirdPartyObservation', 'ContinuingNews', 'Sentiment']",[],Low,2018-09-11 19:37:51,
349921962128179200,"['FirstPartyObservation', 'Advice']",[],Low,2018-09-11 19:10:22,@SearsCA gives back to families affected by #yycflood http://t.co/rn8uReuEVl 40% off fashions &amp; footwear starts today! #yyc
350101616730456064,"['ThirdPartyObservation', 'Sentiment']",[],Low,2018-09-11 19:23:35,
347921186816147456,"['FirstPartyObservation', 'MultimediaShare', 'Official', 'ContinuingNews']",[],Medium,2018-09-10 19:25:49,
348263601414475776,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid']",[],Low,2018-09-11 16:58:22,
348865609884385280,"['FirstPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],Low,2018-09-11 18:11:19,"RT @JenTryon: One of many basements we saw this morning in Calgary. #yycfloods Here stories of return, tonight on Global http://t.co/dHuWg5…"
348174715719913472,"['FirstPartyObservation', 'Official', 'Advice']",[],Medium,2018-09-11 16:34:31,@AlwaysLyndsay check out the City's blog for critical updates on affected areas http://t.co/va1uP2t8ME #yycflood
348056482518024192,"['FirstPartyObservation', 'Advice']",[],Low,2018-09-10 19:45:26,"RT @FineDinerYYC: Apologies friends but, we will be closed today. Inglewood is shut down. #yycflood"
348972807918600192,"['FirstPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],High,2018-09-11 18:23:44,
349570978579361792,"['FirstPartyObservation', 'Advice']",[],Low,2018-09-11 18:59:19,RT @ChinookCentre: Hell or High Water t-shirts available @ http://t.co/HYGDSp94UP All proceeds donated to Southern Alberta Flood Relief. ht…
348500655087951872,"['ThirdPartyObservation', 'ContinuingNews', 'Sentiment']",[],Low,2018-09-11 17:29:18,
348943988830658560,"['FirstPartyObservation', 'Official', 'Sentiment']",[],Low,2018-09-11 18:19:55,.@Premier_Redford: This is nothing like we've ever seen before &amp; will take enormous marshalling of resources #abflood
348139420685320192,"['FirstPartyObservation', 'ContinuingNews', 'Sentiment']",[],Low,2018-09-11 16:20:06,
348413681996034048,"['FirstPartyObservation', 'ContinuingNews']",[],Low,2018-09-11 17:13:15,Nature Sends a Message: Massive Flooding in Calgary.: The media makes no mention of human caus... http://t.co/RG0w8Dp3Iz #wellness #yoga
348711146225811456,"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],Low,2018-09-11 18:02:14,"RT @psaulnier: Photos of #yycflood in Sandy Beach Park, Discovery Ridge, Chinatown and Downtown. http://t.co/UOiW78YCa6"
348598206206193664,"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],Low,2018-09-11 17:47:14,
347828509512724480,"['FirstPartyObservation', 'Advice', 'Sentiment']",[],Low,2018-09-10 19:03:59,Calgary is now in a local state of emergency. Lots of evacuations and road closures. Stay safe!!  #yycflood #yyc
350107933373235200,['KnownAlready'],[],Low,2018-09-11 19:24:48,
349575533597696000,"['ThirdPartyObservation', 'ContinuingNews']",[],Low,2018-09-11 18:59:47,
348916436443480064,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-11 18:17:43,
347948810540036096,"['FirstPartyObservation', 'ContinuingNews']",[],Low,2018-09-10 19:33:36,@Premier_Redford expected to be touring High River and area tomorrow. #ABflood
348467335557943296,"['ThirdPartyObservation', 'ContinuingNews', 'Advice']",[],Low,2018-09-11 17:19:32,"RT @cityofcalgary: #yyc water quality is good. But, we ask you to reduce water usage to reduce demand on treatment plants. #yycflood http:/…"
348281951490306048,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-11 17:02:53,
348546117157400576,"['Volunteer', 'FirstPartyObservation', 'ContinuingNews']",[],Low,2018-09-11 17:36:15,
349548123808473088,"['FirstPartyObservation', 'ContinuingNews']",[],Low,2018-09-11 18:56:41,
354689577153343488,"['FirstPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],Low,2018-09-11 19:53:42,
349196032942415872,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-11 18:38:11,
349586275193454592,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-11 19:01:15,RT @JeffWilson_MLA: #yycflood #yyc #yychelps So proud of my constituents! http://t.co/LJZ7UwsyeL
349875640239009792,"['FirstPartyObservation', 'Sentiment']",[],Medium,2018-09-11 19:08:33,
352603552633470976,"['ThirdPartyObservation', 'Advice']",[],Low,2018-09-11 19:40:28,
347835581105057792,"['FirstPartyObservation', 'Official', 'Advice']",[],High,2018-09-10 19:06:49,RT @cityofcalgary: Due to flooding a closure of the two eastbound lanes on Memorial Dr between 5A St and Centre St NW is planned. #yycflood
349324378674171904,"['FirstPartyObservation', 'Sentiment']",[],High,2018-09-11 18:51:06,
348515419046424576,"['FirstPartyObservation', 'MultimediaShare', 'Sentiment']",[],Low,2018-09-11 17:33:11,
349188353175977984,"['ThirdPartyObservation', 'ContinuingNews', 'Advice']",[],Low,2018-09-11 18:33:28,
348062132207747072,"['FirstPartyObservation', 'ContinuingNews']",[],Low,2018-09-10 19:48:24,"RT @TPM: PHOTO: Extreme flooding in Canada may force 100,000 from homes today. This man swims after his cat: http://t.co/0smvIEahzN"
347907664409395200,"['FirstPartyObservation', 'Advice']",[],Low,2018-09-10 19:18:49,RT @sassystuff: RT @AHS_media: City of Calgary NOT under boil water order. #yyc #abflood
350708096320024576,"['ThirdPartyObservation', 'ContinuingNews']",[],Low,2018-09-11 19:35:14,RT @mrlube: We're donating $5 from every oil change in #Calgary this weekend to the @redcrosscanada Flood Relief Fund. http://t.co/Ca8cwyTW…
353265988403335168,"['ThirdPartyObservation', 'Sentiment']",[],Low,2018-09-11 19:45:09,RT @cityofcalgary: Flood? What flood? #yycisopen RT @calgary: Great photo! RT @rossasin: @GlobalCalgary @cityofcalgary @TourismCalgary http…
348965090374057984,"['ThirdPartyObservation', 'ContinuingNews']",[],High,2018-09-11 18:22:31,
348178062791290880,"['FirstPartyObservation', 'ContinuingNews']",[],Low,2018-09-11 16:36:19,
348139739427270656,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-11 16:20:16,I think we should dub this day Alberta- geddon. Who's with me? #yycflood
348547190915993600,"['ThirdPartyObservation', 'ContinuingNews', 'Sentiment']",[],Low,2018-09-11 17:36:36,RT @PGATOURCanada: .@GrahamDeLaet is donating $1k per birdie &amp; $2.5k per eagle this week to #ABFlood relief. #PGATOURCanada is proud to mat…
347819248455913472,"['FirstPartyObservation', 'Advice']",[],Low,2018-09-10 19:03:23,
348873142837592064,"['FirstPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],Low,2018-09-11 18:13:29,RT @MetroAnnalise: View from my office window. Lots of debris in North Saskatchewan River in #yeg #abflood http://t.co/D7qF6i7Lo0
350268269040640000,"['FirstPartyObservation', 'ContinuingNews']",[],Low,2018-09-11 19:26:05,@blksunshine http://t.co/zmZ2TFei79 closeup of the de-railed train. #yycflood
347831613293473792,"['FirstPartyObservation', 'ContinuingNews']",[],Low,2018-09-10 19:05:20,
348172421444009984,"['ThirdPartyObservation', 'ContinuingNews']",[],Low,2018-09-11 16:33:16,"RT @AP: Flooding forces downtown evacuation of Canadian city of Calgary, forces 75,000 from their homes: http://t.co/yDoqNce7Rw -MM"
354426766267383808,"['ThirdPartyObservation', 'Advice']",[],Low,2018-09-11 19:51:24,RT @weathernetwork: RT @SallySalmon The Drake Hotel's Calgary Flood Benefit has been cancelled due to flooding. #nojoke #ironyFTW #floodto
353568968151277568,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-11 19:47:30,
348358803730878464,"['FirstPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],Low,2018-09-11 17:12:23,
349941771821776896,"['FirstPartyObservation', 'Advice']",[],Low,2018-09-11 19:12:33,
