tweet_id,event_id,event_name,full_text,date
351734622884855808,TRECIS-CTIT-H-Test-010,albertaFloods2013,#yycflood be sure when you are ready for re building you call companies that have a biz license http://t.co/1H6ezAq5vD,Mon Jul 01 16:10:43 +0000 2013
351741648327294977,TRECIS-CTIT-H-Test-010,albertaFloods2013,RT @CansForCalgary: Happy Canada Day everyone! Let's show national solidarity for #abflood victims and donate recycling proceeds to @redcro…,Mon Jul 01 16:38:38 +0000 2013
351776825967513600,TRECIS-CTIT-H-Test-010,albertaFloods2013,RT @redcrosscanada: Unloading a truck filled with clean-up kits in High River. #abflood #AlbertaFloodRelief http://t.co/QJRPylfGik,Mon Jul 01 18:58:25 +0000 2013
352043285876977664,TRECIS-CTIT-H-Test-010,albertaFloods2013,Unofficial “anthem” of #Alberta floods by #Canadian musicians aims to lift spirits http://t.co/1AkBBVZv4p #ABFloods #HellOrHighWater,Tue Jul 02 12:37:14 +0000 2013
352054501466849280,TRECIS-CTIT-H-Test-010,albertaFloods2013,RT @paulbrandt: Get the Alberta Strong (Flood Montage) as heard on @Country105_FM &amp; @CISNCountry supporting Alberta Flood Relief! https://t…,Tue Jul 02 13:21:48 +0000 2013
352132125450973185,TRECIS-CTIT-H-Test-010,albertaFloods2013,Cheers for the follow @redcrosscanada. Donated blood to @itsinyoutogive to make up for #abflood shortfall. Thx 4 all ur doing!,Tue Jul 02 18:30:15 +0000 2013
352142128878592003,TRECIS-CTIT-H-Test-010,albertaFloods2013,"RT @calgaryzoo: We have an estimated $50 million in flood damage, and $10 million in lost revenue due to closure for repairs. #yycflood #yyc",Tue Jul 02 19:10:00 +0000 2013
352170146829307904,TRECIS-CTIT-H-Test-010,albertaFloods2013,"AB relief Cards are available today - if you are in Sunnyside, please go to Queen Elizabeth High School! http://t.co/8hMAww10ua #yycflood",Tue Jul 02 21:01:20 +0000 2013
352193337106763776,TRECIS-CTIT-H-Test-010,albertaFloods2013,RT @GrumansDeli: We couldn't resist.  Thanks for helping get us out of this pickle @nenshi #yycflood #yyc #yycpickle http://t.co/YFoAj9STzN,Tue Jul 02 22:33:29 +0000 2013
352212060492402688,TRECIS-CTIT-H-Test-010,albertaFloods2013,"RT @BowValley: GREAT NEWS! BVC will resume classes at 8am on July 8, 2013. More info at: http://t.co/JRkAVuY3Nn #yyc #yycflood #abpse #cndp…",Tue Jul 02 23:47:53 +0000 2013
