tweet_id,event_id,event_name,full_text,date
665290631930060800,TRECIS-CTIT-H-Test-021,parisAttacks2015,"RT @cheerio15: Restaurant in Paris 10th district has 15 dead, 60 being held hostage in concert hall with grenades &amp; gunfire ongoing",Fri Nov 13 22:10:21 +0000 2015
665308764333961217,TRECIS-CTIT-H-Test-021,parisAttacks2015,public transport problems in paris due to five attacks in the city and just outside it with suicide bomber and at least two heavily armedmen,Fri Nov 13 23:22:24 +0000 2015
665308229468073984,TRECIS-CTIT-H-Test-021,parisAttacks2015,"RT @AP: BREAKING: French police official confirms 2 suicide attacks, 1 bombing near Paris stadium.",Fri Nov 13 23:20:17 +0000 2015
665365972631420929,TRECIS-CTIT-H-Test-021,parisAttacks2015,At least 3 of the dead attackers at Bataclan theatre blew themselves up - French media quoting police https://t.co/HzHhaWmzU9 #ParisAttacks,Sat Nov 14 03:09:44 +0000 2015
665284063901696002,TRECIS-CTIT-H-Test-021,parisAttacks2015,"RT @michaelh992: PT: According to Police Union, 2 suicide bomber in front of the Stade de France + one near the Stadium #Paris",Fri Nov 13 21:44:15 +0000 2015
665594706341060608,TRECIS-CTIT-H-Test-021,parisAttacks2015,"Mollins: 9.40pm, Comptoir Voltaire, another suicide bomber. Then 3ppl attack Bataclan, take hostages #ParisAttacks",Sat Nov 14 18:18:38 +0000 2015
665418139035922432,TRECIS-CTIT-H-Test-021,parisAttacks2015,"Paris Residents Invite Strangers in After Attacks: Paris residents used the hashtag #PorteOuverte — French for ""open door"" — to offer...",Sat Nov 14 06:37:01 +0000 2015
665313556699611141,TRECIS-CTIT-H-Test-021,parisAttacks2015,,
665290297820057600,TRECIS-CTIT-H-Test-021,parisAttacks2015,Paris shootings and explosions near Stade de France kill 18 - BBC News https://t.co/zC6xxUKeSq,Fri Nov 13 22:09:02 +0000 2015
665425848464486400,TRECIS-CTIT-H-Test-021,parisAttacks2015,"RT @Grajalesluise: Extremists are dead after #Paris attacks; 7 of them were killed in suicide bombings, says prosecutor spokeswoman https:/…",Sat Nov 14 07:07:39 +0000 2015
665310124274278400,TRECIS-CTIT-H-Test-021,parisAttacks2015,"RT @nytvideo: Scenes from evacuation of Stade de France, a stadium north of Paris, after bombing nearby https://t.co/eS7mGNlM8I https://t.c…",Fri Nov 13 23:27:49 +0000 2015
665278805955780608,TRECIS-CTIT-H-Test-021,parisAttacks2015,RT @DaveOCKOP: Breaking in France: The French President was evacuated from the Stade De France after an explosion and a shoot-out in Paris.,Fri Nov 13 21:23:22 +0000 2015
665324050315657218,TRECIS-CTIT-H-Test-021,parisAttacks2015,RT @Isabelle_kumar: Reports ISIL related group claims responsibility for Paris attacks follow @euronews,Sat Nov 14 00:23:09 +0000 2015
665293339407867907,TRECIS-CTIT-H-Test-021,parisAttacks2015,RT @Conflicts: PHOTO: Victims on the pavement at a Paris restaurant. More images from #Paris: https://t.co/erBfTu6cu0 - @USATODAY https://t…,Fri Nov 13 22:21:07 +0000 2015
665582253112729601,TRECIS-CTIT-H-Test-021,parisAttacks2015,RT @thomasdaigle: Place de la République eerily quiet. Police over loud speaker again ask crowd to disperse. #ParisAttacks https://t.co/Ajl…,Sat Nov 14 17:29:09 +0000 2015
665299031183269888,TRECIS-CTIT-H-Test-021,parisAttacks2015,"RT @galinwellies: Use #PorteOuverte (open door)  for those needing refuge in Paris, locals opening their doors to tourists in need",Fri Nov 13 22:43:44 +0000 2015
665284743156637696,TRECIS-CTIT-H-Test-021,parisAttacks2015,"RT @JulianRoepcke: #BREAKINGNEWS 
Terrorists take hostages in #Paris #Bataclan concert hall.
(file picture)
#ParisAttacks https://t.co/Jd3B…",Fri Nov 13 21:46:57 +0000 2015
665396358275342336,TRECIS-CTIT-H-Test-021,parisAttacks2015,RT @jestinageorge: Atleat 40 people killed in Paris shootings and bomb attack and others injured. 100 hostages at Paris… https://t.co/XFh6c…,Sat Nov 14 05:10:28 +0000 2015
665284828405891072,TRECIS-CTIT-H-Test-021,parisAttacks2015,"RT @AgnesCPoirier: 3 separate attacks in #Paris now. On going. Hostages at Bataclan theatre, shootout rue de Charonne, 3 explosions near St…",Fri Nov 13 21:47:18 +0000 2015
665325229300805632,TRECIS-CTIT-H-Test-021,parisAttacks2015,RT @BoingBoing: AFP and others now reporting that “around 100” were killed inside #Bataclan theatre during #ParisAttacks. https://t.co/gzFV…,Sat Nov 14 00:27:50 +0000 2015
665311637591621632,TRECIS-CTIT-H-Test-021,parisAttacks2015,RT @sunriseon7: Paris Attack: 100 hostages inside Bataclan theatre. @benlewismedia reports people being shot one-by-one. #Sun7 https://t.co…,Fri Nov 13 23:33:49 +0000 2015
665282490387460096,TRECIS-CTIT-H-Test-021,parisAttacks2015,RT @michaelh992: PT: Some more sources are saying the attack near the Stade de France was a suicide bombing (possibly more than one) #Paris,Fri Nov 13 21:38:00 +0000 2015
665296273080233984,TRECIS-CTIT-H-Test-021,parisAttacks2015,"RT @vtchakarova: #BREAKING
A gunman yelled 'it's for #Syria' in French during the shooting in #Bataclan theatre
#ParisAttacks via @BFMTV @T…",Fri Nov 13 22:32:46 +0000 2015
665285769075007488,TRECIS-CTIT-H-Test-021,parisAttacks2015,"RT @Paulhitsheet: hostages were taken at the Bataclan theater in Paris. According to the theater's website, it hosted an Eagles of Death Me…",Fri Nov 13 21:51:02 +0000 2015
665288776374185984,TRECIS-CTIT-H-Test-021,parisAttacks2015,"RT @HuffPostCanada: PARIS ATTACKS
- Multiple incidents reported
- At least 26 dead
- Hostage situation reported at Bataclan theatre
https:/…",Fri Nov 13 22:02:59 +0000 2015
665292836829593600,TRECIS-CTIT-H-Test-021,parisAttacks2015,,
665321489395261440,TRECIS-CTIT-H-Test-021,parisAttacks2015,RT @SuperheroFeed: If you are in Paris and seeking shelter tweet #.Porteouverte (without the period). There are people with open doors to h…,Sat Nov 14 00:12:58 +0000 2015
665309500589510656,TRECIS-CTIT-H-Test-021,parisAttacks2015,"RT @KGWNews: PARIS (@AP) - French police official confirms 2 suicide attacks, 1 bombing near Paris stadium.",Fri Nov 13 23:25:20 +0000 2015
665367220722122752,TRECIS-CTIT-H-Test-021,parisAttacks2015,"Paris under siege: Terrorists bomb rock venue, soccer stadium, commit simultaneous multiple shootings, over 14... https://t.co/HeAFcUuHbs",Sat Nov 14 03:14:42 +0000 2015
