categories,indicatorTerms,postID,priority,timestamp
['Sentiment'],[],665330497644457984,Low,2018-09-07 17:48:47
"['FirstPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],665323541458460672,Medium,2018-09-07 17:03:48
"['Hashtags', 'Sentiment']",[],665461147743727616,Low,2018-09-10 16:37:44
['Irrelevant'],[],665312276363149312,Low,2018-09-06 20:09:59
"['FirstPartyObservation', 'EmergingThreats', 'MultimediaShare', 'KnownAlready']",[],665310124274278400,Low,2018-09-06 19:55:53
"['ServiceAvailable', 'Hashtags']",[],665349509329784832,Low,2018-09-07 18:39:26
['Sentiment'],[],665455508124532736,Low,2018-09-10 16:00:14
['Irrelevant'],[],665300523914891264,Low,2018-09-06 19:20:41
"['FirstPartyObservation', 'KnownAlready']",[],665395442490937344,Low,2018-09-10 15:06:35
"['Hashtags', 'Sentiment']",[],665342269818466304,Low,2018-09-07 18:24:35
"['ThirdPartyObservation', 'Factoid', 'Hashtags', 'ContinuingNews', 'KnownAlready']",[],665321447640862720,Low,2018-09-07 16:38:59
['Irrelevant'],[],665673248827269120,Low,2018-09-11 16:29:07
"['ThirdPartyObservation', 'SignificantEventChange']",[],665289239412744192,Low,2018-09-06 18:10:01
['Irrelevant'],[],665310011044798464,Low,2018-09-06 19:55:21
"['ThirdPartyObservation', 'ContinuingNews']",[],665507130619912192,High,2018-09-10 17:35:46
"['SignificantEventChange', 'Factoid', 'ContinuingNews']",[],665294290873135104,Medium,2018-09-06 18:40:07
['Sentiment'],[],665475668151558144,Low,2018-09-10 16:51:08
['Sentiment'],[],665546309810524160,Low,2018-09-10 18:26:02
['Irrelevant'],[],665613117683036160,Low,2018-09-11 15:26:15
['Irrelevant'],[],665620242651975680,Low,2018-09-11 15:33:34
"['ThirdPartyObservation', 'Official', 'ContinuingNews', 'KnownAlready']",[],665392897714466816,Low,2018-09-10 15:02:21
"['Hashtags', 'Sentiment']",[],665372434472656896,Low,2018-09-07 19:55:24
"['FirstPartyObservation', 'ContinuingNews']",[],665491592652828672,High,2018-09-10 17:04:15
"['Hashtags', 'Sentiment']",[],665509682124075008,Low,2018-09-10 17:38:50
"['ThirdPartyObservation', 'KnownAlready']",[],665377062501289984,Low,2018-09-07 20:27:10
"['Hashtags', 'Sentiment']",[],665380669032280064,Low,2018-09-07 20:30:57
['Irrelevant'],[],665650424892882944,Low,2018-09-11 16:04:14
"['ThirdPartyObservation', 'SignificantEventChange']",[],665285769075007488,Critical,2018-09-06 17:49:10
"['Hashtags', 'Sentiment']",[],665418185869533184,Low,2018-09-10 15:23:58
"['MultimediaShare', 'Hashtags', 'Sentiment']",[],665473528758710272,Low,2018-09-10 16:48:55
"['ThirdPartyObservation', 'SignificantEventChange', 'Factoid']",[],665309500589510656,Low,2018-09-06 19:51:31
['Sentiment'],[],665363430543462400,Low,2018-09-07 19:40:51
"['ThirdPartyObservation', 'ContinuingNews', 'KnownAlready']",[],665556885806813184,Low,2018-09-10 18:36:04
"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],665628779033829376,High,2018-09-11 15:42:08
"['ThirdPartyObservation', 'MultimediaShare', 'KnownAlready']",[],665580200265027584,Low,2018-09-10 19:11:42
"['Hashtags', 'Sentiment']",[],665668500858499072,Low,2018-09-11 16:25:27
"['Hashtags', 'Sentiment']",[],665336717486878720,Low,2018-09-07 18:09:17
"['Hashtags', 'Sentiment']",[],665579677285675008,Low,2018-09-10 19:11:12
