event_name,tweet_id
typhoonYolanda2013,402630668976271360
typhoonYolanda2013,400230893773922304
typhoonYolanda2013,400123129499906048
typhoonYolanda2013,399918493602041856
typhoonYolanda2013,401691744682516480
typhoonYolanda2013,402913277023244288
typhoonYolanda2013,399523180483600384
typhoonYolanda2013,399353147568963584
typhoonYolanda2013,401024246354157568
typhoonYolanda2013,406713979126300672
typhoonYolanda2013,400324447733022720
typhoonYolanda2013,398634541666955264
typhoonYolanda2013,399603434287947776
typhoonYolanda2013,405028598723387392
typhoonYolanda2013,398663016801005568
typhoonYolanda2013,398717307867770880
typhoonYolanda2013,398753722810912768
typhoonYolanda2013,403365779510276096
typhoonYolanda2013,399653036106076160
typhoonYolanda2013,399491089834704896
typhoonYolanda2013,398719811867262976
typhoonYolanda2013,399913707934740480
typhoonYolanda2013,401204337193410560
typhoonYolanda2013,405755639382568960
typhoonYolanda2013,406910167687909376
typhoonYolanda2013,405672281768067072
typhoonYolanda2013,399901343093383168
typhoonYolanda2013,400571659997810688
typhoonYolanda2013,400014014711095296
typhoonYolanda2013,399803305443856384
typhoonYolanda2013,401185827742826496
typhoonYolanda2013,398625456796086272
typhoonYolanda2013,400057757073567744
typhoonYolanda2013,399969437627203584
typhoonYolanda2013,410358888005779456
typhoonYolanda2013,398716536103239680
typhoonYolanda2013,400826602361065472
typhoonYolanda2013,404938903557120000
typhoonYolanda2013,403292072976719872
typhoonYolanda2013,410855778816622592
typhoonYolanda2013,412606338695704576
typhoonYolanda2013,399794413527777280
typhoonYolanda2013,399134670488489984
typhoonYolanda2013,410363321393491968
typhoonYolanda2013,400754426794622976
typhoonYolanda2013,398779161256267776
typhoonYolanda2013,410377712054710272
typhoonYolanda2013,399851648983384064
typhoonYolanda2013,398933603931140096
typhoonYolanda2013,399953906140073984
typhoonYolanda2013,405964817695256576
typhoonYolanda2013,399648820838928384
typhoonYolanda2013,402656610775883776
typhoonYolanda2013,398615281410404352
typhoonYolanda2013,410324452769931264
typhoonYolanda2013,408607376028475392
typhoonYolanda2013,402437261263769600
typhoonYolanda2013,398775017300697088
typhoonYolanda2013,405344002016575488
typhoonYolanda2013,401054462141530112
typhoonYolanda2013,405388440633483264
typhoonYolanda2013,399215482122686464
typhoonYolanda2013,401761881821437952
typhoonYolanda2013,399894124717178880
typhoonYolanda2013,413962176831832064
typhoonYolanda2013,398696684479602688
typhoonYolanda2013,400428227362959360
typhoonYolanda2013,408363007484256256
typhoonYolanda2013,410090993644355584
typhoonYolanda2013,398428236431884288
typhoonYolanda2013,409126924456574976
typhoonYolanda2013,403781426622894080
typhoonYolanda2013,399376316908060672
typhoonYolanda2013,401096191275851776
typhoonYolanda2013,400289345589899264
typhoonYolanda2013,398697628197593088
typhoonYolanda2013,398764468600967168
typhoonYolanda2013,398991925732077568
typhoonYolanda2013,413423825322115072
typhoonYolanda2013,400714870309392384
typhoonYolanda2013,416696456200716288
typhoonYolanda2013,400637992932761600
typhoonYolanda2013,399939012154359808
typhoonYolanda2013,399956263317929984
typhoonYolanda2013,398584667215265792
typhoonYolanda2013,399378208547545088
typhoonYolanda2013,400657261527195648
typhoonYolanda2013,400978771731181568
typhoonYolanda2013,404919798473031680
typhoonYolanda2013,400219317507092480
typhoonYolanda2013,401531631313244160
typhoonYolanda2013,398743102820589568
typhoonYolanda2013,409162664154128384
typhoonYolanda2013,407048231592280064
typhoonYolanda2013,397915554066857984
typhoonYolanda2013,403104654688411648
typhoonYolanda2013,399564922180214784
typhoonYolanda2013,400191689597280256
typhoonYolanda2013,399133718364688384
typhoonYolanda2013,400772579759104000
typhoonYolanda2013,401058232820453376
typhoonYolanda2013,399130945942343680
typhoonYolanda2013,399154748588576768
typhoonYolanda2013,410279372419899392
typhoonYolanda2013,398969914016272384
typhoonYolanda2013,400090086802333696
typhoonYolanda2013,400133896286642176
typhoonYolanda2013,399032174260649984
typhoonYolanda2013,399808841937719296
typhoonYolanda2013,406065179021938688
typhoonYolanda2013,399546899268526080
typhoonYolanda2013,399680626237779968
typhoonYolanda2013,398972162171613184
typhoonYolanda2013,404457418421071872
typhoonYolanda2013,400266134319935488
typhoonYolanda2013,400308513546575872
typhoonYolanda2013,399237439304134656
typhoonYolanda2013,399519170703798272
typhoonYolanda2013,400230633701924864
typhoonYolanda2013,398840540692619264
typhoonYolanda2013,399753581957353472
typhoonYolanda2013,403612815619264512
typhoonYolanda2013,399391919735705600
typhoonYolanda2013,398645543313739776
typhoonYolanda2013,402606165861093376
typhoonYolanda2013,400798785766690816
typhoonYolanda2013,398941929628786688
typhoonYolanda2013,399284931425501184
typhoonYolanda2013,399735177351819264
typhoonYolanda2013,403198581953146880
typhoonYolanda2013,401329331634307072
typhoonYolanda2013,398671057290158080
typhoonYolanda2013,401540942676516864
typhoonYolanda2013,399403084972978176
typhoonYolanda2013,399471322083753984
typhoonYolanda2013,402956289593987072
typhoonYolanda2013,399213582094577664
typhoonYolanda2013,400285021279223808
typhoonYolanda2013,401751580631777280
typhoonYolanda2013,400286594113892352
typhoonYolanda2013,409320466453499904
typhoonYolanda2013,398069539570606080
typhoonYolanda2013,400005529638305792
typhoonYolanda2013,409333175173656576
typhoonYolanda2013,399273598394716160
typhoonYolanda2013,405081530860441600
typhoonYolanda2013,399082262643216384
typhoonYolanda2013,412081086013792256
typhoonYolanda2013,404920696075472896
typhoonYolanda2013,400481000133627904
typhoonYolanda2013,399069918798163968
typhoonYolanda2013,399301310157041664
typhoonYolanda2013,412219166696173568
typhoonYolanda2013,398627411329183744
typhoonYolanda2013,399869676127145984
typhoonYolanda2013,400530467729842176
typhoonYolanda2013,408450181919543296
typhoonYolanda2013,406254233084637184
typhoonYolanda2013,403352865223106560
typhoonYolanda2013,402052568085712896
typhoonYolanda2013,400292457755070464
typhoonYolanda2013,400479720866734080
typhoonYolanda2013,400293070148612096
typhoonYolanda2013,399544823092228096
typhoonYolanda2013,400901315531780096
typhoonYolanda2013,401294451835809792
typhoonYolanda2013,399104140128686080
typhoonYolanda2013,402192267760238592
