categories,indicatorTerms,postID,priority,timestamp
"['Sentiment', 'Irrelevant']",[],402630668976271360,Low,2018-09-12 16:23:32
"['Sentiment', 'Irrelevant']",[],399662230045601792,Low,2018-09-10 19:05:42
"['Donations', 'ThirdPartyObservation', 'Hashtags', 'ContinuingNews']",[],400230893773922304,Medium,2018-09-11 17:12:17
"['MultimediaShare', 'Sentiment']",[],410352135193501696,Low,2018-09-12 18:18:27
"['Hashtags', 'ContinuingNews']",[],398482456195522560,Medium,2018-09-10 16:01:36
"['Factoid', 'Official', 'ContinuingNews']",[],400123129499906048,Medium,2018-09-11 16:59:12
"['ThirdPartyObservation', 'Factoid', 'Hashtags', 'ContinuingNews']",[],400582116401872896,Medium,2018-09-11 18:12:02
['Sentiment'],[],405326369132797952,Low,2018-09-12 16:55:04
"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",[],401065275069829120,High,2018-09-11 19:28:23
"['Hashtags', 'Sentiment']",[],399918493602041856,Low,2018-09-10 19:37:16
"['Hashtags', 'ContinuingNews', 'Sentiment']",[],405531722252431360,Low,2018-09-12 16:58:14
"['MultimediaShare', 'Hashtags', 'ContinuingNews']",[],399224520872964096,Low,2018-09-10 18:04:57
"['ThirdPartyObservation', 'ServiceAvailable', 'Hashtags', 'ContinuingNews']",[],398722122916175872,High,2018-09-10 16:42:41
"['EmergingThreats', 'Official', 'Hashtags', 'ContinuingNews']",[],398705551212683264,High,2018-09-10 16:39:37
"['Hashtags', 'Sentiment']",[],401691744682516480,Low,2018-09-11 19:56:45
"['Donations', 'ContinuingNews']",[],402913277023244288,Medium,2018-09-12 16:30:08
"['Donations', 'ContinuingNews']",[],402587257968029696,Low,2018-09-12 16:22:05
"['MultimediaShare', 'ContinuingNews', 'Sentiment']",[],399523180483600384,Medium,2018-09-10 18:44:03
"['Sentiment', 'Irrelevant']",[],400496212874256384,Low,2018-09-11 18:04:31
"['MultimediaShare', 'Hashtags', 'ContinuingNews']",[],401991763247648768,Medium,2018-09-12 16:02:48
"['MultimediaShare', 'Factoid', 'Hashtags', 'ContinuingNews']",[],402632468370845696,Medium,2018-09-12 16:23:47
"['Donations', 'ContinuingNews']",[],407809699124240384,Low,2018-09-12 17:11:21
"['FirstPartyObservation', 'MultimediaShare', 'Factoid', 'Hashtags', 'ContinuingNews']",[],399353147568963584,High,2018-09-10 18:24:49
"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],400154985247567872,Low,2018-09-11 17:03:02
"['Donations', 'ContinuingNews']",[],409461134987907072,Low,2018-09-12 18:14:53
"['MultimediaShare', 'ContinuingNews']",[],401024246354157568,Medium,2018-09-11 19:26:11
"['ThirdPartyObservation', 'Factoid', 'Hashtags', 'ContinuingNews']",[],399171072840695808,Medium,2018-09-10 18:03:39
"['Donations', 'Hashtags', 'ContinuingNews']",[],403216810406727680,Low,2018-09-12 16:35:20
"['ThirdPartyObservation', 'ServiceAvailable', 'Hashtags', 'ContinuingNews']",[],406713979126300672,Low,2018-09-12 17:06:29
"['Hashtags', 'Sentiment', 'Irrelevant']",[],398732034056540160,Low,2018-09-10 16:43:32
"['Hashtags', 'ContinuingNews']",[],400540752151085056,Medium,2018-09-11 18:10:10
"['Donations', 'Hashtags', 'ContinuingNews']",[],401432998090129408,Medium,2018-09-11 19:42:12
"['MultimediaShare', 'ContinuingNews']",[],410663969133588480,Low,2018-09-12 18:22:27
"['Donations', 'Advice']",[],400597769531830272,Low,2018-09-11 18:27:17
"['FirstPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],399714906313732096,Medium,2018-09-10 19:09:58
"['ThirdPartyObservation', 'MultimediaShare', 'Hashtags', 'ContinuingNews']",[],399442456871047168,Medium,2018-09-10 18:34:41
"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],398807640609804288,Low,2018-09-10 17:04:46
"['Donations', 'MultimediaShare', 'Hashtags', 'ContinuingNews']",[],410339254489726976,Low,2018-09-12 18:17:56
"['Donations', 'Hashtags', 'ContinuingNews']",[],400756515549614080,Medium,2018-09-11 18:48:35
"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",[],399020405044027392,Medium,2018-09-10 17:43:17
"['Donations', 'MultimediaShare', 'ContinuingNews']",[],402741780287737856,Low,2018-09-12 16:26:46
"['Donations', 'Hashtags', 'ContinuingNews']",[],400324447733022720,Medium,2018-09-11 17:36:40
"['Donations', 'Hashtags', 'ContinuingNews']",[],405555248124944384,Low,2018-09-12 16:58:37
"['Donations', 'ThirdPartyObservation', 'Hashtags', 'ContinuingNews']",[],399609377587732480,High,2018-09-10 18:59:31
['Sentiment'],[],400409017454821376,Low,2018-09-11 17:52:16
"['InformationWanted', 'ThirdPartyObservation', 'Hashtags', 'ContinuingNews']",[],399939037328601088,High,2018-09-10 19:39:35
"['ServiceAvailable', 'Hashtags', 'ContinuingNews']",[],404405115450183680,Medium,2018-09-12 16:46:42
"['FirstPartyObservation', 'Weather', 'Official', 'ContinuingNews']",[],398634541666955264,Medium,2018-09-10 16:15:24
"['Sentiment', 'Irrelevant']",[],400347323467046912,Low,2018-09-11 17:39:13
"['Hashtags', 'Sentiment']",[],399603434287947776,Low,2018-09-10 18:57:35
"['Donations', 'Hashtags', 'ContinuingNews']",[],405028598723387392,Low,2018-09-12 16:51:57
"['Donations', 'Factoid', 'Hashtags', 'ContinuingNews']",[],400928414926127104,Medium,2018-09-11 19:16:35
"['FirstPartyObservation', 'Weather', 'MultimediaShare', 'Hashtags', 'ContinuingNews']",[],398663016801005568,Medium,2018-09-10 16:30:22
"['Volunteer', 'ThirdPartyObservation', 'Hashtags', 'ContinuingNews']",[],400259779945566208,Low,2018-09-11 17:16:34
"['MultimediaShare', 'Factoid', 'ContinuingNews']",[],398733984433061888,Low,2018-09-10 16:50:06
"['Donations', 'FirstPartyObservation', 'Factoid', 'ContinuingNews']",[],400278650106306560,Medium,2018-09-11 17:17:50
['Irrelevant'],[],415903434953326592,Low,2018-09-12 18:33:43
"['MultimediaShare', 'Hashtags', 'ContinuingNews']",[],417417205421465600,Low,2018-09-12 18:35:05
"['ThirdPartyObservation', 'Official', 'Hashtags', 'ContinuingNews']",[],399859978867339264,High,2018-09-10 19:30:14
"['Donations', 'ThirdPartyObservation', 'Hashtags', 'ContinuingNews']",[],401134095197302784,Medium,2018-09-11 19:32:14
"['ThirdPartyObservation', 'Irrelevant']",[],398717307867770880,Low,2018-09-10 16:40:57
"['Donations', 'ContinuingNews']",[],399649521291915264,Medium,2018-09-10 19:05:13
['Irrelevant'],[],398753722810912768,Low,2018-09-10 17:00:23
"['Hashtags', 'Advice']",[],402948165223333888,Medium,2018-09-12 16:30:45
"['MultimediaShare', 'Factoid', 'Sentiment']",[],415541403595194368,Low,2018-09-12 18:33:16
"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",[],398341703767048192,Medium,2018-09-10 15:56:16
"['Donations', 'FirstPartyObservation', 'Hashtags', 'ContinuingNews']",[],398973764399931392,Medium,2018-09-10 17:39:16
"['Donations', 'ContinuingNews']",[],403365779510276096,Low,2018-09-12 16:37:29
"['Donations', 'Hashtags', 'ContinuingNews']",[],399653036106076160,Medium,2018-09-10 19:05:29
"['ThirdPartyObservation', 'Factoid', 'Hashtags', 'ContinuingNews']",[],399491089834704896,Medium,2018-09-10 18:39:10
"['MultimediaShare', 'Hashtags', 'ContinuingNews']",[],398507798172295168,Medium,2018-09-10 16:02:22
"['Volunteer', 'ServiceAvailable', 'Hashtags', 'ContinuingNews']",[],400030372471136256,Medium,2018-09-11 16:26:10
"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],399763988046573568,Medium,2018-09-10 19:23:13
"['ThirdPartyObservation', 'Hashtags']",[],402261339541753856,Low,2018-09-12 16:11:23
"['Donations', 'ThirdPartyObservation', 'Hashtags', 'ContinuingNews']",[],400459714040836096,Medium,2018-09-11 17:59:17
"['Sentiment', 'Irrelevant']",[],401376714707591168,Low,2018-09-11 19:40:16
"['Hashtags', 'Sentiment']",[],398719811867262976,Low,2018-09-10 16:41:19
"['Hashtags', 'ContinuingNews']",[],401428929598062592,Low,2018-09-11 19:41:39
"['Donations', 'ContinuingNews']",[],407903202722316288,Low,2018-09-12 17:11:53
['Discussion'],[],399913707934740480,Low,2018-09-10 19:37:03
"['Factoid', 'Hashtags', 'ContinuingNews']",[],401072858345906176,Medium,2018-09-11 19:29:10
"['Sentiment', 'Irrelevant']",[],403763957359329280,Low,2018-09-12 16:42:53
"['ThirdPartyObservation', 'Sentiment']",[],401204337193410560,Medium,2018-09-11 19:36:47
"['Sentiment', 'Irrelevant']",[],400429523411292160,Low,2018-09-11 17:58:15
"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],400280642409496576,Low,2018-09-11 17:21:35
"['ThirdPartyObservation', 'ServiceAvailable', 'ContinuingNews']",[],405755639382568960,High,2018-09-12 17:00:55
"['FirstPartyObservation', 'Weather', 'Hashtags', 'ContinuingNews']",[],398557123187339264,Medium,2018-09-10 16:06:00
