categories,indicatorTerms,postID,priority,timestamp
"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'Hashtags', 'ContinuingNews']",[],541499309942767616,Low,2018-09-17 14:22:27
"['Hashtags', 'Discussion']",[],541513820598853632,Low,2018-09-17 16:18:55
"['ThirdPartyObservation', 'MultimediaShare']",[],541463260516470784,Low,2018-09-13 16:22:30
"['Hashtags', 'Discussion']",[],541536360268439552,Low,2018-09-19 15:18:20
"['ThirdPartyObservation', 'MultimediaShare', 'Hashtags']",[],541544631432118272,Low,2018-09-19 16:27:00
"['Hashtags', 'Sentiment']",[],541546727874895872,Low,2018-09-19 16:44:45
"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'Factoid']",[],541534655678541824,Critical,2018-09-19 15:02:45
"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'Hashtags', 'ContinuingNews']",[],541458822968389632,Low,2018-09-13 15:12:42
"['ThirdPartyObservation', 'Weather', 'EmergingThreats', 'MultimediaShare', 'Factoid', 'Hashtags', 'Advice']",[],541544666446180352,High,2018-09-19 16:29:50
['Unknown'],[],541520217114165248,Low,2018-09-17 17:18:24
"['ThirdPartyObservation', 'Weather', 'Hashtags', 'Discussion']",[],541544719268839424,Low,2018-09-19 16:30:46
['Discussion'],[],541465916383313920,Low,2018-09-13 16:39:57
"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'Factoid', 'Hashtags', 'ContinuingNews']",[],541502654820933632,Low,2018-09-17 15:05:10
"['Hashtags', 'Sentiment']",[],541517235106643968,Low,2018-09-17 16:50:45
"['Hashtags', 'Discussion']",[],541575206318260224,Low,2018-09-20 14:41:10
"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'Factoid', 'Hashtags']",[],541490197867675648,High,2018-09-14 17:37:01
"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'Factoid', 'ContinuingNews']",[],541550520721104896,Low,2018-09-20 12:37:44
"['ThirdPartyObservation', 'Factoid', 'Hashtags', 'Sentiment', 'Discussion']",[],541463609826496512,High,2018-09-13 16:23:29
"['ThirdPartyObservation', 'Factoid', 'Hashtags']",[],541473579158618112,High,2018-09-14 14:16:31
"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'Hashtags', 'Sentiment']",[],541497586868187136,High,2018-09-17 14:05:22
"['ThirdPartyObservation', 'Weather', 'EmergingThreats', 'Factoid', 'Hashtags']",[],541470367097700352,Critical,2018-09-13 18:10:12
"['ThirdPartyObservation', 'Weather', 'PastNews']",[],541476941681803264,Low,2018-09-14 14:57:31
['Sentiment'],[],541542265085124608,Low,2018-09-19 16:08:05
"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'Factoid', 'ContinuingNews']",[],541521979228958720,Low,2018-09-17 17:30:23
"['Hashtags', 'Sentiment', 'Discussion']",[],541552935990075392,Low,2018-09-20 12:55:55
"['ThirdPartyObservation', 'Weather', 'Irrelevant']",[],541515691820470272,Low,2018-09-17 16:28:08
"['ThirdPartyObservation', 'MultimediaShare', 'Hashtags']",[],541456824726085632,Low,2018-09-13 14:49:33
"['MultimediaShare', 'Hashtags', 'Discussion']",[],541544684246409216,Low,2018-09-19 16:30:12
"['Hashtags', 'Sentiment']",[],541472627462656000,Low,2018-09-14 14:04:37
['Irrelevant'],[],541570041632661504,Low,2018-09-20 14:21:12
"['Hashtags', 'Discussion']",[],541483922383962112,Low,2018-09-14 16:01:38
"['Factoid', 'Hashtags']",[],541529551373742080,Medium,2018-09-19 13:45:19
"['MultimediaShare', 'Hashtags', 'Sentiment']",[],541454143953850368,Low,2018-09-13 14:20:57
"['Hashtags', 'Sentiment', 'Discussion']",[],541458754126901248,Low,2018-09-13 15:11:03
['Hashtags'],[],541462091727519744,Medium,2018-09-13 16:02:57
"['FirstPartyObservation', 'Weather', 'MultimediaShare', 'Hashtags']",[],541448696211050496,Low,2018-09-13 13:53:19
['Sentiment'],[],541495043312201728,Low,2018-09-14 18:23:37
"['ThirdPartyObservation', 'Weather', 'ContinuingNews']",[],541545183272525824,Low,2018-09-19 16:36:07
"['ThirdPartyObservation', 'MultimediaShare', 'Sentiment']",[],541457725066977280,Low,2018-09-13 14:55:44
"['Hashtags', 'Sentiment']",[],541490390688210944,Low,2018-09-14 17:37:26
"['FirstPartyObservation', 'MultimediaShare', 'Hashtags']",[],541476803165310976,Low,2018-09-14 14:52:06
"['Factoid', 'Official', 'Hashtags']",[],541468594908196864,Medium,2018-09-13 17:26:37
"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",[],541463219886231552,Low,2018-09-13 16:19:30
['Irrelevant'],[],541456614046191616,Low,2018-09-13 14:47:51
"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'Advice']",[],541563604877594624,High,2018-09-20 14:02:01
"['Hashtags', 'Sentiment']",[],541471077407264768,Low,2018-09-13 18:17:45
"['Hashtags', 'Sentiment']",[],541516032225984512,Low,2018-09-17 16:30:20
"['ThirdPartyObservation', 'MultimediaShare', 'ServiceAvailable']",[],541563766358691840,High,2018-09-20 14:02:39
"['Hashtags', 'Sentiment']",[],541472477411803136,Low,2018-09-14 14:03:18
"['Hashtags', 'Sentiment']",[],541468582165491712,Low,2018-09-13 17:25:56
"['FirstPartyObservation', 'Weather', 'Hashtags']",[],541482507661619200,Low,2018-09-14 15:47:43
['Irrelevant'],[],541517748485246976,Low,2018-09-17 16:55:04
"['Hashtags', 'Sentiment']",[],541512539503603712,Low,2018-09-17 16:08:54
"['Hashtags', 'Sentiment']",[],541486519207206912,Low,2018-09-14 16:34:32
"['Hashtags', 'Sentiment']",[],541563819579826176,Low,2018-09-20 14:04:02
"['Weather', 'MultimediaShare', 'Hashtags']",[],541569179623505920,Low,2018-09-20 14:17:46
"['ThirdPartyObservation', 'Factoid', 'Hashtags']",[],541505909294235648,Medium,2018-09-17 15:21:12
"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",[],541566922546888704,Low,2018-09-20 14:13:12
