tweet_id,event_id,event_name,full_text,date
541138931144589312,TRECIS-CTIT-H-Test-018,typhoonHagupit2014,"Sorsogon, prepare for #Hagupit. You have about one hour of daylight left.",Sat Dec 06 07:55:49 +0000 2014
541141540312059905,TRECIS-CTIT-H-Test-018,typhoonHagupit2014,"Super Typhoon Hagupit: 500,000 Flee As Storm Approaches  http://t.co/OyD5VWw3HW via @NBCNews",Sat Dec 06 08:06:11 +0000 2014
541101630918496257,TRECIS-CTIT-H-Test-018,typhoonHagupit2014,"500K flee coastal villages, landslide-prone areas of #Philippines as Super Typhoon #Hagupit approaches- @smh`",Sat Dec 06 05:27:36 +0000 2014
541140584849997824,TRECIS-CTIT-H-Test-018,typhoonHagupit2014,"In the Philippines, hundreds of thousands flee approaching typhoon - LA Times http://t.co/0CuSTLQyvg",Sat Dec 06 08:02:23 +0000 2014
541142155989770242,TRECIS-CTIT-H-Test-018,typhoonHagupit2014,@PhilippineStar Acting DOH chief Garin orders transfer of all pregnant women in evacuation centers to nearest govt hospitals. #hagupit #ruby,Sat Dec 06 08:08:38 +0000 2014
541139474391265280,TRECIS-CTIT-H-Test-018,typhoonHagupit2014,"DOST_PAGASA: ""#RubyPH Update: 02PM today 06Dec.2014, Typhoon RUBY was located at 230km East of Catarman, Norther... http://t.co/LNBoSHqLi6",Sat Dec 06 07:57:59 +0000 2014
541142749148631040,TRECIS-CTIT-H-Test-018,typhoonHagupit2014,#Thinking and #praying much about those in #Tacloban and The #Philippines with the impending #typhoon #PrayForThePhilippines,Sat Dec 06 08:11:00 +0000 2014
541142644106080256,TRECIS-CTIT-H-Test-018,typhoonHagupit2014,"More than 600000 flee as typhoon blows near eastern Philippines, military on .... http://t.co/dCHEy1PdkD",Sat Dec 06 08:10:34 +0000 2014
541138989978103808,TRECIS-CTIT-H-Test-018,typhoonHagupit2014,#Fitness  #Health Typhoon barrels toward Philippines http://t.co/s1Yf2hOr3k,Sat Dec 06 07:56:03 +0000 2014
541101065652150272,TRECIS-CTIT-H-Test-018,typhoonHagupit2014,@newley Did you see #typhoon #Hagupit with #MeteoEarth? http://t.co/vuCsuzjkqs,Sat Dec 06 05:25:21 +0000 2014
541143094087790592,TRECIS-CTIT-H-Test-018,typhoonHagupit2014,BBC News - Philippines Typhoon Hagupit evacuation stepped up http://t.co/7FZ3oRgCOw who said lightning doesn't strike twice,Sat Dec 06 08:12:22 +0000 2014
