TRECIS-CTIT-H-Test-029	Q0	1134232507304488961	1	1	['Sentiment', 'ThirdPartyObservation', 'News', 'Hashtags', 'Irrelevant', 'FirstPartyObservation']	Baseline-fastText
TRECIS-CTIT-H-Test-029	Q0	1134837411576463361	2	1	['Sentiment', 'ThirdPartyObservation', 'Irrelevant', 'News', 'Hashtags', 'FirstPartyObservation']	Baseline-fastText
TRECIS-CTIT-H-Test-029	Q0	1134248130508050432	3	1	['Sentiment', 'Hashtags', 'Irrelevant', 'FirstPartyObservation', 'ThirdPartyObservation', 'News']	Baseline-fastText
TRECIS-CTIT-H-Test-029	Q0	1134148272875028480	4	1	['Sentiment', 'News', 'Irrelevant', 'ThirdPartyObservation', 'Hashtags', 'MultimediaShare']	Baseline-fastText
TRECIS-CTIT-H-Test-029	Q0	1134551545591107584	5	1	['Sentiment', 'Irrelevant', 'ThirdPartyObservation', 'FirstPartyObservation', 'Hashtags', 'News']	Baseline-fastText
TRECIS-CTIT-H-Test-029	Q0	1130678642839736321	6	1	['Sentiment', 'FirstPartyObservation', 'News', 'ThirdPartyObservation', 'Irrelevant', 'MultimediaShare']	Baseline-fastText
TRECIS-CTIT-H-Test-029	Q0	1130950718188208128	7	1	['Sentiment', 'News', 'ThirdPartyObservation', 'Hashtags', 'Irrelevant', 'FirstPartyObservation']	Baseline-fastText
TRECIS-CTIT-H-Test-029	Q0	1133322052985864192	8	1	['Sentiment', 'ThirdPartyObservation', 'Irrelevant', 'FirstPartyObservation', 'Hashtags', 'News']	Baseline-fastText
TRECIS-CTIT-H-Test-029	Q0	1130883391249735681	9	1	['Sentiment', 'Irrelevant', 'ThirdPartyObservation', 'FirstPartyObservation', 'News', 'Hashtags']	Baseline-fastText
TRECIS-CTIT-H-Test-029	Q0	1134154797576155137	10	1	['Sentiment', 'News', 'ThirdPartyObservation', 'FirstPartyObservation', 'MultimediaShare', 'Irrelevant']	Baseline-fastText
TRECIS-CTIT-H-Test-029	Q0	1132647613252214784	11	1	['Sentiment', 'Irrelevant', 'News', 'FirstPartyObservation', 'ThirdPartyObservation', 'Hashtags']	Baseline-fastText
