event_name,tweet_id
chileEarthquake2014,451299877733941248
chileEarthquake2014,451805812357222400
chileEarthquake2014,452704646415777792
chileEarthquake2014,452272803773808640
chileEarthquake2014,452297605608112128
chileEarthquake2014,451289616641847296
chileEarthquake2014,451359927375003648
chileEarthquake2014,451351693494476800
chileEarthquake2014,451375117864411136
chileEarthquake2014,451622740995227648
chileEarthquake2014,451416475572514816
chileEarthquake2014,451300025834827776
chileEarthquake2014,451329363300986880
chileEarthquake2014,451978517647872000
chileEarthquake2014,452655860993380352
chileEarthquake2014,451320116995559424
chileEarthquake2014,451306443162279936
chileEarthquake2014,451282106111766528
chileEarthquake2014,451285444009799680
chileEarthquake2014,451652440967098368
chileEarthquake2014,452300887017287680
chileEarthquake2014,456633664768458752
chileEarthquake2014,452278592114655232
chileEarthquake2014,451758022944366592
chileEarthquake2014,452272427272126464
chileEarthquake2014,451611530107183104
chileEarthquake2014,451618365715406848
chileEarthquake2014,451358891217936384
chileEarthquake2014,451802681657798656
chileEarthquake2014,451613985880563712
chileEarthquake2014,451894519898718208
chileEarthquake2014,451380698515902464
chileEarthquake2014,451619510663909376
chileEarthquake2014,451652164377927680
chileEarthquake2014,451758748714160128
chileEarthquake2014,451282059923693568
chileEarthquake2014,451788074297872384
chileEarthquake2014,451283243749224448
chileEarthquake2014,451798061673488384
chileEarthquake2014,451907456075968512
chileEarthquake2014,456696436545945600
chileEarthquake2014,451800368947556352
chileEarthquake2014,451740535158755328
chileEarthquake2014,451608563417235456
chileEarthquake2014,451304870088548352
chileEarthquake2014,451281792809439232
chileEarthquake2014,451885134392729600
chileEarthquake2014,451619071113445376
chileEarthquake2014,451758081261989888
chileEarthquake2014,451338184518279168
chileEarthquake2014,451352040514392064
chileEarthquake2014,451761942470746112
chileEarthquake2014,451761770663661568
