tweet_id,event_id,event_name,full_text,date
297239100556193792,TRECIS-CTIT-H-Test-014,queenslandFloods2013,@tennewsqld #bigwet #bundaberg how awful for these residents not being able to see there homes yet,Fri Feb 01 07:04:58 +0000 2013
297242577613250561,TRECIS-CTIT-H-Test-014,queenslandFloods2013,RT @QPSmedia: #bigwet Latest BoM flood summary and warnings can be found at http://t.co/IqHXR4jU or QLDAlert http://t.co/NJJeJDo9,Fri Feb 01 07:18:47 +0000 2013
297254644625838080,TRECIS-CTIT-H-Test-014,queenslandFloods2013,Wisma Putra Malaysian victim of Queensland floods yet to be confirmed http://t.co/8lhOtPdg,Fri Feb 01 08:06:44 +0000 2013
297276920578584576,TRECIS-CTIT-H-Test-014,queenslandFloods2013,Hello #world #Happy #Friday #everyone And #wishing our #friends in #Australia who are #suffering from #floods stay #safe :-0),Fri Feb 01 09:35:15 +0000 2013
297299506888835075,TRECIS-CTIT-H-Test-014,queenslandFloods2013,Wow that storm hit quickly and packed a punch! @abcsouthqld #bigwet #Toowoomba It's not what people who are cleaning up need.,Fri Feb 01 11:05:00 +0000 2013
297300895216058368,TRECIS-CTIT-H-Test-014,queenslandFloods2013,"RT @MudArmyQLD: #MudArmy - Logan is FULL with Volunteers for this weekend but LOCKYER VALLEY needs you!  #BigCleanUp #BigWet
http://t.co ...",Fri Feb 01 11:10:31 +0000 2013
297307861980164096,TRECIS-CTIT-H-Test-014,queenslandFloods2013,"@TenLateNews My thoughts go out to all of the flood and fire victims around Australia, stay strong",Fri Feb 01 11:38:12 +0000 2013
297369233023717376,TRECIS-CTIT-H-Test-014,queenslandFloods2013,Floods in Eastern Australia http://t.co/lrMyRjEs,Fri Feb 01 15:42:04 +0000 2013
297428813099450368,TRECIS-CTIT-H-Test-014,queenslandFloods2013,"SE: Mur’bah businesses record $200,000 in flood losses http://t.co/tczqsdzu #qld",Fri Feb 01 19:38:49 +0000 2013
297433858851352576,TRECIS-CTIT-H-Test-014,queenslandFloods2013,Briefing for North Bundaberg residents ahead of return. #bigwet @abcnews http://t.co/KVrEOavc,Fri Feb 01 19:58:52 +0000 2013
297467400717217792,TRECIS-CTIT-H-Test-014,queenslandFloods2013,Central: Insurance Council says Rocky flash flood clean-up can begin http://t.co/BFznKBXe #qld,Fri Feb 01 22:12:09 +0000 2013
297489085273079808,TRECIS-CTIT-H-Test-014,queenslandFloods2013,"FLOOD WARNING FOR THE DAWSON AND FITZROY RIVERS http://
http://t.co/EfSp5yFO #bigwet 
Issued at 8:34 am EST",Fri Feb 01 23:38:19 +0000 2013
297574862954844160,TRECIS-CTIT-H-Test-014,queenslandFloods2013,"Deputy Premier Jeff Seeney on rural towns and #qldflood disaster: ""..they felt abandoned, they were isolated"" @abcnews 
http://t.co/Wa4y98T0",Sat Feb 02 05:19:10 +0000 2013
297613274399272960,TRECIS-CTIT-H-Test-014,queenslandFloods2013,"so 15,000 farmed crocodiles have escaped in the Queensland floods after walls breached by floodwater.....eeeeeeekkkkk",Sat Feb 02 07:51:48 +0000 2013
297677740839153664,TRECIS-CTIT-H-Test-014,queenslandFloods2013,RT @sundayteleed: Don't know what's worse. Insurance companies deserting #flood victims or their pathetic excuses for doing so #bigwet.  ...,Sat Feb 02 12:07:58 +0000 2013
