categories,indicatorTerms,postID,priority,timestamp
"['EmergingThreats', 'Official', 'Hashtags', 'ContinuingNews']",[],295163796685717504,Critical,2018-09-13 16:15:07
"['MultimediaShare', 'Hashtags', 'ContinuingNews']",[],295456835916398592,Medium,2018-09-13 17:22:37
"['ThirdPartyObservation', 'Advice']",[],298313161151488000,Medium,2018-09-17 17:13:05
"['ThirdPartyObservation', 'SignificantEventChange', 'Official', 'Hashtags', 'ContinuingNews']",[],296380157403463680,High,2018-09-14 18:55:33
"['Official', 'Hashtags', 'ContinuingNews']",[],297864009913360384,Medium,2018-09-17 17:09:10
"['ServiceAvailable', 'Hashtags', 'ContinuingNews']",[],295750244237447168,Medium,2018-09-13 19:33:08
['KnownAlready'],[],295691494629711872,Low,2018-09-13 18:56:22
['Hashtags'],[],295984571625918464,Low,2018-09-14 16:36:32
['Sentiment'],[],294318355005968384,Low,2018-09-12 18:49:41
"['Hashtags', 'Sentiment']",[],295350711628230656,Low,2018-09-13 16:30:43
"['Sentiment', 'Irrelevant']",[],296019870909353984,Low,2018-09-14 16:43:35
"['Official', 'Hashtags', 'ContinuingNews']",[],295831487931105280,High,2018-09-14 16:02:52
['ContinuingNews'],[],296003919975424000,Low,2018-09-14 16:41:09
"['ThirdPartyObservation', 'SignificantEventChange', 'Hashtags', 'ContinuingNews']",[],296407927907041280,High,2018-09-17 15:48:27
"['Factoid', 'Advice']",[],295756598637367296,Low,2018-09-13 19:38:59
['Unknown'],[],295850836255469568,Low,2018-09-14 16:07:49
"['Official', 'ContinuingNews', 'Advice']",[],295487290761957376,Medium,2018-09-13 18:00:43
"['Factoid', 'Hashtags', 'PastNews', 'Irrelevant']",[],296239358808309760,Low,2018-09-14 18:44:01
"['ThirdPartyObservation', 'EmergingThreats', 'MultimediaShare', 'Hashtags', 'ContinuingNews']",[],295598964097576960,High,2018-09-13 18:26:41
"['SignificantEventChange', 'MultimediaShare', 'Hashtags', 'ContinuingNews']",[],295709433688907776,High,2018-09-13 19:09:45
"['ThirdPartyObservation', 'MultimediaShare', 'Hashtags']",[],295431955313467392,Medium,2018-09-13 17:00:32
"['Sentiment', 'Irrelevant']",[],295695969964658688,Low,2018-09-13 19:00:45
"['Official', 'Hashtags', 'ContinuingNews']",[],295019986576084992,Medium,2018-09-12 19:25:05
"['Hashtags', 'Sentiment']",[],295710893306683392,Low,2018-09-13 19:09:58
"['MultimediaShare', 'Hashtags', 'Sentiment', 'Irrelevant']",[],295867311460585472,Low,2018-09-14 16:21:32
"['Sentiment', 'Irrelevant']",[],296432540066140160,Low,2018-09-17 15:51:26
"['MultimediaShare', 'Hashtags', 'ContinuingNews']",[],295444420763996160,Medium,2018-09-13 17:19:20
"['Advice', 'Irrelevant']",[],296189526282485760,Low,2018-09-14 18:33:02
"['Weather', 'Factoid', 'Hashtags', 'ContinuingNews']",[],295535651091267584,Medium,2018-09-13 18:20:30
"['ServiceAvailable', 'Hashtags', 'ContinuingNews']",[],296081900446031872,Medium,2018-09-14 17:29:54
"['Hashtags', 'ContinuingNews', 'Advice']",[],295751146042191872,Medium,2018-09-13 19:33:51
"['MultimediaShare', 'Hashtags']",[],295791503635271680,Low,2018-09-14 15:41:57
"['SignificantEventChange', 'Hashtags', 'ContinuingNews']",[],296108127441526784,High,2018-09-14 17:44:43
"['Factoid', 'Hashtags', 'ContinuingNews']",[],295409297683279872,Low,2018-09-13 16:47:07
"['MultimediaShare', 'Advice']",[],296199684903538688,Medium,2018-09-14 18:35:57
"['ThirdPartyObservation', 'EmergingThreats', 'Hashtags', 'ContinuingNews']",[],295617955906072576,High,2018-09-13 18:29:01
"['ThirdPartyObservation', 'Hashtags', 'ContinuingNews', 'Advice']",[],295364376679047168,Low,2018-09-13 16:34:36
"['MultimediaShare', 'ContinuingNews']",[],295411759714562048,Medium,2018-09-13 16:51:53
"['MultimediaShare', 'Hashtags', 'Sentiment', 'Irrelevant']",[],296754062857228288,Low,2018-09-17 16:21:34
"['Hashtags', 'Sentiment', 'Irrelevant']",[],297299506888835072,Low,2018-09-17 17:00:05
"['Hashtags', 'Sentiment', 'Irrelevant']",[],295812244439171072,Low,2018-09-14 15:50:35
"['SignificantEventChange', 'Hashtags', 'ContinuingNews']",[],295415245181161472,High,2018-09-13 16:52:27
"['MultimediaShare', 'Hashtags', 'ContinuingNews']",[],295308487565664256,Medium,2018-09-13 16:24:26
"['CleanUp', 'ContinuingNews']",[],296535896096911360,Low,2018-09-17 16:13:25
"['Hashtags', 'Sentiment']",[],295884822675599360,Low,2018-09-14 16:30:15
"['SignificantEventChange', 'MultimediaShare', 'Hashtags', 'ContinuingNews']",[],295688655106887680,High,2018-09-13 18:54:25
"['Factoid', 'ContinuingNews']",[],296099508134215680,Low,2018-09-14 17:39:55
"['Discussion', 'Irrelevant']",[],296772240949800960,Low,2018-09-17 16:21:46
"['Donations', 'ThirdPartyObservation', 'Hashtags', 'Irrelevant']",[],296236150182535168,Low,2018-09-14 18:43:09
"['Sentiment', 'Irrelevant']",[],295758993576562688,Low,2018-09-14 15:16:53
"['PastNews', 'Irrelevant']",[],296237261685673984,Low,2018-09-14 18:43:23
"['Sentiment', 'Irrelevant']",[],294872292545155072,Low,2018-09-12 19:06:31
"['ThirdPartyObservation', 'Sentiment', 'Irrelevant']",[],295737065759453184,Low,2018-09-13 19:17:57
"['Hashtags', 'ContinuingNews', 'Sentiment']",[],295439509229801472,Low,2018-09-13 17:06:10
"['ThirdPartyObservation', 'Hashtags', 'ContinuingNews', 'Advice']",[],295584598589591552,Medium,2018-09-13 18:24:11
"['Factoid', 'PastNews', 'Irrelevant']",[],296248775016595456,Low,2018-09-14 18:44:46
"['ThirdPartyObservation', 'MultimediaShare', 'Hashtags', 'Advice']",[],297151141790244864,Medium,2018-09-17 16:56:30
"['MultimediaShare', 'Hashtags', 'ContinuingNews']",[],295692971041513472,Medium,2018-09-13 18:58:22
"['SignificantEventChange', 'Official', 'ContinuingNews']",[],295479883608514560,High,2018-09-13 17:31:14
"['Weather', 'Factoid', 'ContinuingNews']",[],293237197652520960,Low,2018-09-12 18:41:31
