tweet_id,event_id,event_name,full_text,date
230634706436227073,TRECIS-CTIT-H-Test-009,philipinnesFloods2012,Philippine floods worsen as death toll hits 14 in wake of ‘Gener’ http://t.co/gnhkYRS6 #Philippines #national,Wed Aug 01 12:02:53 +0000 2012
230882841498628096,TRECIS-CTIT-H-Test-009,philipinnesFloods2012,Philippine flood fatalities hit 23 http://t.co/1aukg7RA,Thu Aug 02 04:28:53 +0000 2012
232034974851805187,TRECIS-CTIT-H-Test-009,philipinnesFloods2012,"4 Luzon dams release water; flood warning up: MANILA, Philippines - Four dams in Luzon opened their gates Sunday... http://t.co/kmWDCBFw",Sun Aug 05 08:47:03 +0000 2012
232098107490439169,TRECIS-CTIT-H-Test-009,philipinnesFloods2012,RT @ANCALERTS: PAGASA 8:50pm advisory: Yellow warning for Metro Manila. Occasional heavy rains in next 3 hrs. Floods possible.,Sun Aug 05 12:57:55 +0000 2012
232098296242524162,TRECIS-CTIT-H-Test-009,philipinnesFloods2012,,
232214105191243778,TRECIS-CTIT-H-Test-009,philipinnesFloods2012,RT @ANCALERTS: PAGASA 4am advisory: Green warning for Metro Manila. Moderate-heavy rains in next 3 hrs. Threat of floods in low-lying ar ...,Sun Aug 05 20:38:51 +0000 2012
232244832637169668,TRECIS-CTIT-H-Test-009,philipinnesFloods2012,,
232422541103357952,TRECIS-CTIT-H-Test-009,philipinnesFloods2012,RT @ANCALERTS: PAGASA 5pm advisory: Green warning for Metro Manila. Heavy-intense rains in next 3 hrs. Threat of floods in low-lying are ...,Mon Aug 06 10:27:06 +0000 2012
232464438018596864,TRECIS-CTIT-H-Test-009,philipinnesFloods2012,"“@ANCALERTS: PAGASA 9pm advisory: RED warning for Metro Manila. Heavy-intense rains in next 3 hrs. Floods in low-lying areas, near rivers.”",Mon Aug 06 13:13:35 +0000 2012
232474613387513857,TRECIS-CTIT-H-Test-009,philipinnesFloods2012,"‎​PAGASA 9pm advisory: RED warning for Metro Manila. Heavy-intense rains in next 3 hrs. Floods in low-lying areas, near rivers.",Mon Aug 06 13:54:01 +0000 2012
232500475491131395,TRECIS-CTIT-H-Test-009,philipinnesFloods2012,"If floods end up banging up my Manila badly, considering running charity shirt drive. @rutrivera @aurockslikewhoa game?",Mon Aug 06 15:36:47 +0000 2012
232501180109058048,TRECIS-CTIT-H-Test-009,philipinnesFloods2012,"RT @ANCALERTS: PAGASA 11:30pm advisory: RED warning for Metro Manila. Heavy-intense rains in next 3 hrs. Floods in low-lying areas, near ...",Mon Aug 06 15:39:35 +0000 2012
