tweet_id,event_id,event_name,full_text,date
395860881978179585,TRECIS-CTIT-H-Test-011,australiaBushfire2013,RT @TheEllenShow: Australia's 1 of the most beautiful places I've ever been to. Images of the fires are heartbreaking. Sending all my love …,Thu Oct 31 10:32:43 +0000 2013
395910924227596288,TRECIS-CTIT-H-Test-011,australiaBushfire2013,"RT @nswfire: #nswfires October 2013 sourced info &amp; chronological referencing

#fibrenews© #australia's leading free community service 
@aut…",Thu Oct 31 13:51:34 +0000 2013
396108375261712385,TRECIS-CTIT-H-Test-011,australiaBushfire2013,NSW Fire and Rescue have responded to an industrial fire at OneSteel at Mayfield this afternoon. http://t.co/uptuQQEjpL #nbnnews,Fri Nov 01 02:56:10 +0000 2013
396227879375089664,TRECIS-CTIT-H-Test-011,australiaBushfire2013,We have a number of RAFT members at fires on the NSW South Coast - best of luck to them - be safe and we will see you soon! @351SJB @ACTRFS,Fri Nov 01 10:51:02 +0000 2013
388929052247347200,TRECIS-CTIT-H-Test-011,australiaBushfire2013,A Total Fire Ban has been declared for the Greater Sydney Region on Sunday 13th October 2013 between 12:00am -... http://t.co/4kwIvUGNUj,Sat Oct 12 07:28:06 +0000 2013
388945930130841600,TRECIS-CTIT-H-Test-011,australiaBushfire2013,NSW National Parks &amp; Wildlife Service have again advised that tomorrow - Sunday 13 October - due to EXTREME fire... http://t.co/N7aBbvgQJj,Sat Oct 12 08:35:10 +0000 2013
388955358901067776,TRECIS-CTIT-H-Test-011,australiaBushfire2013,"Fire Danger Update - Tomorrow signs will be on VERY HIGH - http://t.co/arvGu19d4d
Southern Ranges Region #NSWRFS Permits Suspended",Sat Oct 12 09:12:38 +0000 2013
388986124107927553,TRECIS-CTIT-H-Test-011,australiaBushfire2013,"RT @smh: ""Do not light fires in the open"": RFS warns as #Sydney braces for strong winds and hot weather on Sunday. http://t.co/4Y6lLeUeXa",Sat Oct 12 11:14:53 +0000 2013
389174297400324096,TRECIS-CTIT-H-Test-011,australiaBushfire2013,@AndrewCatsaras just read big fire for Sydney? hope not really serious?,Sat Oct 12 23:42:37 +0000 2013
389189413667758080,TRECIS-CTIT-H-Test-011,australiaBushfire2013,"Another extreme fire danger day for NSW, with heat and thunderstorms creating extreme bushfire danger: http://t.co/8LvhtwugK4 #ANN",Sun Oct 13 00:42:41 +0000 2013
