categories,indicatorTerms,postID,priority,timestamp
"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'ContinuingNews']",[],390768762032762880,Medium,2018-09-05 18:08:53
"['FirstPartyObservation', 'SignificantEventChange', 'ContinuingNews']",[],392157382844760064,High,2018-09-06 17:17:14
"['FirstPartyObservation', 'Official', 'Sentiment']",[],390731059467272192,Medium,2018-09-05 17:45:22
"['ThirdPartyObservation', 'ContinuingNews']",[],394208493970137088,Low,2018-09-06 19:57:17
"['ThirdPartyObservation', 'ContinuingNews']",[],390846251819741184,Low,2018-09-05 18:23:03
"['ThirdPartyObservation', 'Sentiment']",[],393173855646130176,Low,2018-09-06 19:13:10
"['ThirdPartyObservation', 'Sentiment']",[],392772922151956480,Low,2018-09-06 18:01:22
"['ThirdPartyObservation', 'ContinuingNews']",[],392037442552741888,Low,2018-09-06 16:51:14
"['ThirdPartyObservation', 'Factoid', 'ContinuingNews', 'Sentiment']",[],391058034824192000,Low,2018-09-06 15:52:55
"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",[],390716274512125952,Low,2018-09-05 17:33:19
"['ThirdPartyObservation', 'ContinuingNews', 'Sentiment']",[],390766702641688576,Low,2018-09-05 18:07:01
"['ThirdPartyObservation', 'Sentiment']",[],390783760888655872,Low,2018-09-05 18:12:51
"['ThirdPartyObservation', 'Sentiment']",[],390951398839291904,Low,2018-09-05 18:32:42
"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],392377755763232768,Low,2018-09-06 17:29:02
"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'ContinuingNews']",[],390721915859771392,Low,2018-09-05 17:36:15
"['ThirdPartyObservation', 'ContinuingNews']",[],391065840403378176,Low,2018-09-06 15:54:42
['ThirdPartyObservation'],[],392511768007696384,Low,2018-09-06 17:38:47
"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'ContinuingNews']",[],390748067345219584,Low,2018-09-05 17:57:24
"['ThirdPartyObservation', 'Sentiment']",[],392928526619271168,Low,2018-09-06 18:41:52
"['FirstPartyObservation', 'Factoid', 'Official', 'ContinuingNews']",[],391040611685789696,Medium,2018-09-05 18:51:46
"['ThirdPartyObservation', 'ContinuingNews']",[],393208232153329664,Medium,2018-09-06 19:17:10
"['Donations', 'FirstPartyObservation', 'ServiceAvailable', 'ContinuingNews']",[],392574636405583872,Medium,2018-09-06 17:48:52
"['ThirdPartyObservation', 'ContinuingNews']",[],392925804524359680,Low,2018-09-06 18:41:40
"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews', 'Sentiment']",[],390804275204337664,Low,2018-09-05 18:16:47
"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],392413101183627264,Low,2018-09-06 17:30:39
"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'ContinuingNews']",[],390728790323654656,Low,2018-09-05 17:42:13
"['ThirdPartyObservation', 'Weather', 'Factoid', 'ContinuingNews']",[],392583830315364352,Low,2018-09-06 17:49:46
"['ThirdPartyObservation', 'ContinuingNews']",[],393221184159875072,Low,2018-09-06 19:22:22
