postID,categories,indicatorTerms,priority,timestamp,full_text
390768762032762880,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'ContinuingNews']",[],Medium,2018-09-05 18:08:53,
392157382844760064,"['FirstPartyObservation', 'SignificantEventChange', 'ContinuingNews']",[],High,2018-09-06 17:17:14,RT @702sydney: A couple of kilometres of ember activity being reported at #wilton : @NSWRFS #nswfires
390731059467272192,"['FirstPartyObservation', 'Official', 'Sentiment']",[],Medium,2018-09-05 17:45:22,"RT @NSWRFS: #NSWRFS Commissioner Shane Fitzsimmons: ""If we get through with less than 100 homes destroyed today, we have been lucky"". #nswf…"
394208493970137088,"['ThirdPartyObservation', 'ContinuingNews']",[],Low,2018-09-06 19:57:17,Sydney Fires Caused by People and Nature http://t.co/NaaHqGR6zf
390846251819741184,"['ThirdPartyObservation', 'ContinuingNews']",[],Low,2018-09-05 18:23:03,Ash cloud covers Sydney as fires rage: Five major bush fires have threatened hundreds of homes in New South Wales    
393173855646130176,"['ThirdPartyObservation', 'Sentiment']",[],Low,2018-09-06 19:13:10,RT @TheEllenShow: Australia's 1 of the most beautiful places I've ever been to. Images of the fires are heartbreaking. Sending all my love …
392772922151956480,"['ThirdPartyObservation', 'Sentiment']",[],Low,2018-09-06 18:01:22,"Listening to Melbourne's rain, thinking of the fire danger in NSW. I love you Australia but you're a cruel mistress http://t.co/FmpZMyCDSm"
392037442552741888,"['ThirdPartyObservation', 'ContinuingNews']",[],Low,2018-09-06 16:51:14,"RT @Lee_Tennant: NSW in state of emergency amid fears of potential mega-fire http://t.co/sSF5TUs8lc 

Can't wait for the next El Nino. #cli…"
391058034824192000,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews', 'Sentiment']",[],Low,2018-09-06 15:52:55,Five police officers in Blue Mountains were fighting fires and evacuating residents while their own homes were burning down. #nswfires
390716274512125952,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",[],Low,2018-09-05 17:33:19,"RT @anwyn: If you're wondering why NSW is freaking out right now, this is what our state looks like: each diamond is a fire http://t.co/8Fi…"
390766702641688576,"['ThirdPartyObservation', 'ContinuingNews', 'Sentiment']",[],Low,2018-09-05 18:07:01,"Saying that, though, my thoughts go out to those who are affected by this horrible natural disaster. #nswbushfires"
390783760888655872,"['ThirdPartyObservation', 'Sentiment']",[],Low,2018-09-05 18:12:51,"RT @5SOSDailyNews: Praying for everyone in Western Sydney that is being affected by the bush fires, please stay safe x"
390951398839291904,"['ThirdPartyObservation', 'Sentiment']",[],Low,2018-09-05 18:32:42,
392377755763232768,"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],Low,2018-09-06 17:29:02,RT @WilliamsJon: Apocalyptic photo of Sydney's famous landmarks under sky turned orange by NSW bush fires. Photo: @GettyImages http://t.co/…
390721915859771392,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'ContinuingNews']",[],Low,2018-09-05 17:36:15,"RT @GrillTeam: RT @BradTheLoveFern @GrillTeam Lookout end of Grand Parade, Mt Riverview #nswrfs http://t.co/TveRw2sphu"
391065840403378176,"['ThirdPartyObservation', 'ContinuingNews']",[],Low,2018-09-06 15:54:42,Other states help as NSW fires rage http://t.co/KQOz88iPFR
392511768007696384,['ThirdPartyObservation'],[],Low,2018-09-06 17:38:47,http://t.co/5zKhPplKfk Australia merges bushfire blazes: Fire fighters in Australia deliberately join two large... http://t.co/63ef1C7m3F
390748067345219584,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'ContinuingNews']",[],Low,2018-09-05 17:57:24,
392928526619271168,"['ThirdPartyObservation', 'Sentiment']",[],Low,2018-09-06 18:41:52,
391040611685789696,"['FirstPartyObservation', 'Factoid', 'Official', 'ContinuingNews']",[],Medium,2018-09-05 18:51:46,We will try and keep our page up to date with fire updates around NSW as they come to hand
393208232153329664,"['ThirdPartyObservation', 'ContinuingNews']",[],Medium,2018-09-06 19:17:10,
392574636405583872,"['Donations', 'FirstPartyObservation', 'ServiceAvailable', 'ContinuingNews']",[],Medium,2018-09-06 17:48:52,"Saka Water would like to donate a few thousand bottles of Saka Water to the fire fighters in NSW. 
Does anyone... http://t.co/diRI65oZHN"
392925804524359680,"['ThirdPartyObservation', 'ContinuingNews']",[],Low,2018-09-06 18:41:40,Australia fire threat 'averted' http://t.co/DIrQ53cvSa
390804275204337664,"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews', 'Sentiment']",[],Low,2018-09-05 18:16:47,RT @NSWRFS: Thank you to the thousands of firefighters who have so bravely fought fires in difficult conds. #NSWRFS #nswfires http://t.co/s…
392413101183627264,"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],Low,2018-09-06 17:30:39,Dramatic helmet-cam shows blaze: Robyn Curnow reports authorities fear three fires in Australia could merge to... http://t.co/Vu9dabThme
390728790323654656,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'ContinuingNews']",[],Low,2018-09-05 17:42:13,
392583830315364352,"['ThirdPartyObservation', 'Weather', 'Factoid', 'ContinuingNews']",[],Low,2018-09-06 17:49:46,RT @bbcweather: Cooler air pushing north across the #bushfire stricken #Sydney area will bring about some showers on Wednesday. StavD http:…
393221184159875072,"['ThirdPartyObservation', 'ContinuingNews']",[],Low,2018-09-06 19:22:22,"RT @9NewsNOW: The latest details on the #nswfires, including the RFS aircraft that crashed on the NSW south coast. @samvadas9 reports in #9…"
393169841722376192,"['FirstPartyObservation', 'SignificantEventChange', 'ContinuingNews']",[],High,2018-09-06 19:12:08,RT @NSWRFS: Gateshead Fire: regraded to Watch &amp; Act due to current weather conditions http://t.co/Z8OipMYxnp  #nswfires #nswrfs
389248066819084288,"['ThirdPartyObservation', 'EmergingThreats', 'SignificantEventChange', 'Factoid', 'Official']",[],High,2018-09-05 16:35:53,"RT @NSWRFS: Browns Rd, Salt Ash - fire has jumped the Tilligerry Creek and #NSWRFS aircraft and crews are working to contain spot fires. #n…"
