categories,indicatorTerms,postID,priority,timestamp
['ServiceAvailable'],[],592591516364771328,High,2018-09-18 18:57:09
['Sentiment'],[],592593011332153344,Low,2018-09-18 20:16:22
['SearchAndRescue'],[],592624817351700480,High,2018-09-19 19:39:24
['Factoid'],[],592593079808364544,Medium,2018-09-18 20:17:43
"['GoodsServices', 'MovePeople']",[],592651857308291072,Critical,2018-09-20 18:52:33
"['MultimediaShare', 'Factoid', 'Sentiment']",[],592609535270985728,Medium,2018-09-19 18:34:02
['Donations'],[],592626569757102080,Medium,2018-09-19 19:44:27
['Sentiment'],[],592589319702904832,Low,2018-09-18 17:09:36
['Discussion'],[],592630011989008384,Low,2018-09-20 16:06:20
['ServiceAvailable'],[],592639351676399616,High,2018-09-20 17:00:19
['ServiceAvailable'],[],592644609681031168,High,2018-09-20 17:34:39
"['MultimediaShare', 'Discussion']",[],592640290004971520,Low,2018-09-20 17:03:48
['Irrelevant'],[],592590281662332928,Low,2018-09-18 17:40:29
['Sentiment'],[],592591571498872832,Low,2018-09-18 19:01:39
"['Factoid', 'ContinuingNews']",[],592593331764363264,High,2018-09-19 15:53:25
['Discussion'],[],592646825712029696,Low,2018-09-20 18:23:26
['Sentiment'],[],592623033694617600,Low,2018-09-19 19:34:01
['Sentiment'],[],592589487630344192,Low,2018-09-18 17:15:07
['Sentiment'],[],592589319296036864,Low,2018-09-18 17:09:46
"['MultimediaShare', 'Discussion']",[],592592104288694272,Low,2018-09-18 19:49:27
['Sentiment'],[],592619415151071232,Low,2018-09-19 19:24:04
['Sentiment'],[],592635880000499712,Low,2018-09-20 16:41:55
['KnownAlready'],[],592645496704925696,Low,2018-09-20 17:39:23
['Irrelevant'],[],592594475051978752,Low,2018-09-19 16:42:40
"['MultimediaShare', 'PastNews', 'Sentiment']",[],592629706756726784,Low,2018-09-20 16:05:12
['ServiceAvailable'],[],592623390118182912,Medium,2018-09-19 19:34:54
['Discussion'],[],592614176574472192,Low,2018-09-19 18:52:48
['Irrelevant'],[],592618278540840960,Low,2018-09-19 19:19:45
['EmergingThreats'],[],592599172324327424,Medium,2018-09-19 17:29:12
['InformationWanted'],[],592593588204081152,High,2018-09-19 16:04:29
['ServiceAvailable'],[],592592356605464576,Medium,2018-09-18 19:57:36
['Donations'],[],592593107595722752,Medium,2018-09-18 20:18:25
"['Donations', 'MultimediaShare']",[],592647284505989120,Medium,2018-09-20 18:25:13
['Discussion'],[],592592874300055552,Low,2018-09-18 20:12:50
['GoodsServices'],[],592637108126375936,Medium,2018-09-20 16:49:37
['Sentiment'],[],592590523304529920,Low,2018-09-18 17:48:28
['Sentiment'],[],592638740113195008,Low,2018-09-20 16:58:00
['Sentiment'],[],592648600359841792,Low,2018-09-20 18:40:32
['Donations'],[],592637199021117440,Medium,2018-09-20 16:50:33
['ServiceAvailable'],[],592623103013957632,High,2018-09-19 19:34:09
['Sentiment'],[],592605808992485376,Low,2018-09-19 18:22:39
"['Factoid', 'Sentiment']",[],592601848810500096,Medium,2018-09-19 17:38:24
['Irrelevant'],[],592592617617031168,Low,2018-09-18 20:04:08
"['MultimediaShare', 'Sentiment']",[],592592167920504832,Low,2018-09-18 19:51:22
"['EmergingThreats', 'MultimediaShare']",[],592623511102881792,High,2018-09-19 19:35:27
['Irrelevant'],[],592598302455177216,Low,2018-09-19 17:24:59
"['MultimediaShare', 'Sentiment']",[],592594028278845440,Low,2018-09-19 16:21:17
['EmergingThreats'],[],592594949054582784,High,2018-09-19 17:12:10
['Sentiment'],[],592590729207160832,Low,2018-09-18 18:31:44
['Sentiment'],[],592652035100540928,Low,2018-09-20 18:55:57
['MultimediaShare'],[],592652146132267008,Medium,2018-09-20 18:56:37
['Sentiment'],[],592593601873444864,Low,2018-09-19 16:05:44
