tweet_id,tfidf_attack,tfidf_bomb,tfidf_dead,tfidf_explos,tfidf_franc,tfidf_french,tfidf_hostag,tfidf_kill,tfidf_news,tfidf_pari,tfidf_pari attack,tfidf_parisattack,tfidf_peopl,tfidf_polic,tfidf_prayforpari,tfidf_rt,tfidf_say,tfidf_thi,tfidf_victim,tfidf_world
665290631930060800,0.0,0.0,0.6089968735331421,0.0,0.0,0.0,0.616059566415854,0.0,0.0,0.2192163134918286,0.0,0.0,0.0,0.0,0.0,0.4489294226862617,0.0,0.0,0.0,0.0
665308764333961217,0.5942706765590136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4729364677116307,0.6505178402553906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665308229468073984,0.21954112342091361,0.5472166305412516,0.0,0.0,0.0,0.5072725454383098,0.0,0.0,0.0,0.1747166863916756,0.0,0.0,0.0,0.48629610513038346,0.0,0.3577993804662502,0.0,0.0,0.0,0.0
665365972631420929,0.21473511022613778,0.0,0.47474866778840785,0.0,0.0,0.49616775327575036,0.0,0.0,0.0,0.0,0.0,0.5060402019703779,0.0,0.4756505118975209,0.0,0.0,0.0,0.0,0.0,0.0
665284063901696002,0.0,0.0,0.0,0.0,0.603437972479973,0.0,0.0,0.0,0.0,0.22166691135574587,0.0,0.0,0.0,0.6169745881451031,0.0,0.4539479610731212,0.0,0.0,0.0,0.0
665594706341060608,0.2941764023519584,0.0,0.0,0.0,0.0,0.0,0.6579246687215311,0.0,0.0,0.0,0.0,0.6932498644694581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665418139035922432,0.3501877166313196,0.0,0.0,0.0,0.0,0.809145055052938,0.0,0.0,0.0,0.47186104204937357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665290297820057600,0.19060880005037104,0.4751014465526739,0.4214088408614884,0.0,0.0,0.0,0.0,0.4471798933611773,0.0,0.15169157114152698,0.2086497446927718,0.0,0.0,0.0,0.0,0.3106466319691856,0.44423558386810347,0.0,0.0,0.0
665425848464486400,0.0,0.6615514344096046,0.0,0.0,0.5750034861839582,0.0,0.0,0.0,0.0,0.21122178685136436,0.0,0.0,0.0,0.0,0.0,0.43255756526294387,0.0,0.0,0.0,0.0
665310124274278400,0.0,0.0,0.0,0.4575108631088518,0.6940840067098488,0.43721246348649906,0.0,0.0,0.0,0.15058633382868988,0.0,0.0,0.0,0.0,0.0,0.30838323495789627,0.0,0.0,0.0,0.0
